task,direction,channel,time_s,amplitude
1,-1,F3,0.4375,-25.26998138067512
1,-1,F3,0.44140625,-25.837850267315794
1,-1,F3,0.4453125,-26.27790588945361
1,-1,F3,0.44921875,-26.59316926302965
1,-1,F3,0.453125,-26.74084963612973
1,-1,F3,0.45703125,-26.644588924798903
1,-1,F3,0.4609375,-26.439878965986615
1,-1,F3,0.46484375,-26.209029348552125
1,-1,F3,0.46875,-25.91274935625245
1,-1,F3,0.47265625,-25.596221142890705
1,-1,F3,0.4765625,-25.251488196029914
1,-1,F3,0.48046875,-24.897317304075937
1,-1,F3,0.484375,-24.518088644980093
1,-1,F3,0.48828125,-24.10416219332196
1,-1,F3,0.4921875,-23.729454252804874
1,-1,F3,0.49609375,-23.361016172355736
1,-1,F3,0.5,-23.081181725376474
1,-1,F3,0.50390625,-22.88183283645353
1,-1,F3,0.5078125,-22.66463853513475
1,-1,F3,0.51171875,-22.428889701970437
1,-1,F3,0.515625,-22.106459225132433
1,-1,F3,0.51953125,-21.832664845376236
1,-1,F3,0.5234375,-21.627417078561635
1,-1,F3,0.52734375,-21.400378043388585
1,-1,F3,0.53125,-21.233357689196065
1,-1,F3,0.53515625,-21.0340050619521
1,-1,F3,0.5390625,-20.895116545218396
1,-1,F3,0.54296875,-20.785570335012608
1,-1,F3,0.546875,-20.6073313353848
1,-1,F3,0.55078125,-20.53330738943639
1,-1,F3,0.5546875,-20.447975152438904
1,-1,F3,0.55859375,-20.482720951138248
1,-1,F3,0.5625,-20.57135186761771
1,-1,F3,0.56640625,-20.48220355795105
1,-1,F3,0.5703125,-20.363374305363532
1,-1,F3,0.57421875,-20.026605338602295
1,-1,F3,0.578125,-19.57848356534999
1,-1,F3,0.58203125,-19.112821800976473
1,-1,F3,0.5859375,-18.475383447633174
1,-1,F3,0.58984375,-17.866056594932736
1,-1,F3,0.59375,-17.243735644730315
1,-1,F3,0.59765625,-16.7416584613907
1,-1,F3,0.6015625,-16.48365331168538
1,-1,F3,0.60546875,-16.19235139622537
1,-1,F3,0.609375,-15.9589799395702
1,-1,F3,0.61328125,-15.621804874866037
1,-1,F3,0.6171875,-15.114534986648119
1,-1,F3,0.62109375,-14.677197481382239
1,-1,F3,0.625,-14.191639576620386
1,-1,F3,0.62890625,-13.737095802262802
1,-1,F3,0.6328125,-13.218267862368718
1,-1,F3,0.63671875,-12.605758686677955
1,-1,F3,0.640625,-11.954299209293348
1,-1,F3,0.64453125,-11.179250286874753
1,-1,F3,0.6484375,-10.370307131003068
1,-1,F3,0.65234375,-9.50094578145997
1,-1,F3,0.65625,-8.703702585752627
1,-1,F3,0.66015625,-7.977795750086116
1,-1,F3,0.6640625,-7.335389350853063
1,-1,F3,0.66796875,-6.828900136230896
1,-1,F3,0.671875,-6.2833423352865445
1,-1,F3,0.67578125,-5.805257904969956
1,-1,F3,0.6796875,-5.396656676670947
1,-1,F3,0.68359375,-5.042858455394519
1,-1,F3,0.6875,-4.8961796934768635
1,-1,F3,0.69140625,-4.837585550388152
1,-1,F3,0.6953125,-4.809517825885738
1,-1,F3,0.69921875,-4.725261614826756
1,-1,F3,0.703125,-4.500656864921481
1,-1,F3,0.70703125,-4.225649180697843
1,-1,F3,0.7109375,-3.7822338033389826
1,-1,F3,0.71484375,-3.2854284813294505
1,-1,F3,0.71875,-2.718007747571111
1,-1,F3,0.72265625,-2.0581883271610124
1,-1,F3,0.7265625,-1.5680912935603217
1,-1,F3,0.73046875,-1.0001782079068988
1,-1,F3,0.734375,-0.5228665944835207
1,-1,F3,0.73828125,-0.28462705206813155
1,-1,F3,0.7421875,-0.17710266322847446
1,-1,F3,0.74609375,-0.4306129610669771
1,-1,F3,0.75,-0.7551000363349054
1,-1,F3,0.75390625,-1.1569309047260354
1,-1,F3,0.7578125,-1.5690212460083686
1,-1,F3,0.76171875,-1.8451694911543868
1,-1,F3,0.765625,-2.1266515066970992
1,-1,F3,0.76953125,-2.2112332151824443
1,-1,F3,0.7734375,-2.3699476396824046
1,-1,F3,0.77734375,-2.611057529761844
1,-1,F3,0.78125,-2.8851893831373268
1,-1,F3,0.78515625,-3.328093990921584
1,-1,F3,0.7890625,-3.7755253407640357
1,-1,F3,0.79296875,-4.246794921856839
1,-1,F3,0.796875,-4.620894685707206
1,-1,F3,0.80078125,-5.082127267097565
1,-1,Fz,-0.19921875,-1.9772341613978117
1,-1,Fz,-0.1953125,-2.002129487021058
1,-1,Fz,-0.19140625,-2.053277891476427
1,-1,Fz,-0.1875,-2.132838487666419
1,-1,Fz,-0.18359375,-2.0732330618627635
1,-1,Fz,-0.1796875,-1.9458639376484785
1,-1,Fz,-0.17578125,-1.7506949811034702
1,-1,Fz,-0.171875,-1.436597272126339
1,-1,Fz,-0.16796875,-1.227708807918277
1,-1,Fz,-0.1640625,-0.9985653634869851
1,-1,Fz,-0.16015625,-0.9204791359341746
1,-1,Fz,-0.15625,-1.1108012815188728
1,-1,Fz,-0.15234375,-1.3383995234650596
1,-1,Fz,-0.1484375,-1.7354779053769207
1,-1,Fz,-0.14453125,-2.0374368419991344
1,-1,Fz,-0.140625,-2.2910897689592735
1,-1,Fz,-0.13671875,-2.594553838697638
1,-1,Fz,-0.1328125,-2.7065174704675306
1,-1,Fz,-0.12890625,-2.804667552357295
1,-1,Fz,-0.125,-2.7766897377007274
1,-1,Fz,-0.12109375,-2.652073548624433
1,-1,Fz,-0.1171875,-2.4086505347516107
1,-1,Fz,-0.11328125,-2.0139815396444805
1,-1,Fz,-0.109375,-1.5925705406877457
1,-1,Fz,-0.10546875,-0.9228166940971482
1,-1,Fz,-0.1015625,-0.26824713269459216
1,-1,Fz,-0.09765625,0.3822108099172794
1,-1,Fz,-0.09375,1.1534508749835777
1,-1,Fz,-0.08984375,1.7325367242364877
1,-1,Fz,-0.0859375,2.325502536605839
1,-1,Fz,-0.08203125,2.804948194522281
1,-1,Fz,-0.078125,3.033425218990521
1,-1,Fz,-0.07421875,3.1802735362309367
1,-1,Fz,-0.0703125,3.046160321715477
1,-1,Fz,-0.06640625,2.7389619879334255
1,-1,Fz,-0.0625,2.3597880167247878
1,-1,Fz,-0.05859375,2.0231565683215202
1,-1,Fz,-0.0546875,1.9556569740523693
1,-1,Fz,-0.05078125,2.033564461883298
1,-1,Fz,-0.046875,2.0943529953830593
1,-1,Fz,-0.04296875,2.1570996895195593
1,-1,Fz,-0.0390625,2.1954404141539925
1,-1,Fz,-0.03515625,2.0839640509375963
1,-1,Fz,-0.03125,1.8865519755193956
1,-1,Fz,-0.02734375,1.633124530040481
1,-1,Fz,-0.0234375,1.3847326941165785
1,-1,Fz,-0.01953125,1.1751658611411624
1,-1,Fz,-0.015625,1.0040733855707993
1,-1,Fz,-0.01171875,1.029106784851526
1,-1,Fz,-0.0078125,1.1301199451731039
1,-1,Fz,-0.00390625,1.229227946159603
1,-1,Fz,0.0,1.321028152358106
1,-1,Fz,0.00390625,1.3254264201434514
1,-1,Fz,0.0078125,1.4976971720248622
1,-1,Fz,0.01171875,1.9437380171943905
1,-1,Fz,0.015625,2.5032690517061837
1,-1,Fz,0.01953125,3.0417951348689414
1,-1,Fz,0.0234375,3.4668819351766134
1,-1,Fz,0.02734375,3.7520494070433905
1,-1,Fz,0.03125,3.8486305660156312
1,-1,Fz,0.03515625,3.8384930234011625
1,-1,Fz,0.0390625,3.784356943400849
1,-1,Fz,0.04296875,3.700675722256304
1,-1,Fz,0.046875,3.582066005265152
1,-1,Fz,0.05078125,3.438756532584485
1,-1,Fz,0.0546875,3.3242401619871615
1,-1,Fz,0.05859375,3.298515879681596
1,-1,Fz,0.0625,3.4451971548336537
1,-1,Fz,0.06640625,3.6022776173640088
1,-1,Fz,0.0703125,3.8127141178927917
1,-1,Fz,0.07421875,4.0117087369332225
1,-1,Fz,0.078125,4.00182693534828
1,-1,Fz,0.08203125,4.027212698789366
1,-1,Fz,0.0859375,3.973332422789328
1,-1,Fz,0.08984375,3.7653037490950525
1,-1,Fz,0.09375,3.577334077464314
1,-1,Fz,0.09765625,3.4854978118389037
1,-1,Fz,0.1015625,3.5966475810808562
1,-1,Fz,0.10546875,3.7073998600452036
1,-1,Fz,0.109375,3.797632591708399
1,-1,Fz,0.11328125,3.8245743626189372
1,-1,Fz,0.1171875,3.6131606623351105
1,-1,Fz,0.12109375,3.369497861447925
1,-1,Fz,0.125,3.144256854510976
1,-1,Fz,0.12890625,2.98587579785053
1,-1,Fz,0.1328125,3.0678601666271232
1,-1,Fz,0.13671875,3.3173447067643025
1,-1,Fz,0.140625,3.709528584202345
1,-1,Fz,0.14453125,4.125803962711501
1,-1,Fz,0.1484375,4.402506425707465
1,-1,Fz,0.15234375,4.6317984297636325
1,-1,Fz,0.15625,4.7155664032905875
1,-1,Fz,0.16015625,4.723448869260409
1,-1,Fz,0.1640625,4.76424384329907
1,-1,Fz,0.16796875,4.840731009808589
1,-1,Fz,0.171875,5.092546438385025
1,-1,Fz,0.17578125,5.361108358609957
1,-1,Fz,0.1796875,5.652649258233457
1,-1,Fz,0.18359375,5.909796752825582
1,-1,Fz,0.1875,6.090666444690612
1,-1,Fz,0.19140625,6.315725915293653
1,-1,Fz,0.1953125,6.407504628374469
1,-1,Fz,0.19921875,6.468446078297262
1,-1,Fz,0.203125,6.5536086193007215
1,-1,Fz,0.20703125,6.658830826202886
1,-1,Fz,0.2109375,6.904570294115386
1,-1,Fz,0.21484375,7.1813952874515135
1,-1,Fz,0.21875,7.474325180006975
1,-1,Fz,0.22265625,7.790838624490705
1,-1,Fz,0.2265625,8.08369582550441
1,-1,Fz,0.23046875,8.209562245613842
1,-1,Fz,0.234375,8.263541661052905
1,-1,Fz,0.23828125,8.390435824598342
1,-1,Fz,0.2421875,8.427632508988275
1,-1,Fz,0.24609375,8.524670721558094
1,-1,Fz,0.25,8.66892727149315
1,-1,Fz,0.25390625,8.827050559673236
1,-1,Fz,0.2578125,9.076500146892249
1,-1,Fz,0.26171875,9.352479143916767
1,-1,Fz,0.265625,9.769528261313395
1,-1,Fz,0.26953125,10.253548097264503
1,-1,Fz,0.2734375,10.8203073356561
1,-1,Fz,0.27734375,11.334449349651765
1,-1,Fz,0.28125,11.789645269730451
1,-1,Fz,0.28515625,12.3070853622098
1,-1,Fz,0.2890625,12.738526719289958
1,-1,Fz,0.29296875,13.326189770153928
1,-1,Fz,0.296875,13.927049660480634
1,-1,Fz,0.30078125,14.468048118547447
1,-1,Fz,0.3046875,15.041072439826921
1,-1,Fz,0.30859375,15.512432525306297
1,-1,Fz,0.3125,15.96375601231624
1,-1,Fz,0.31640625,16.358490154654273
1,-1,Fz,0.3203125,16.655806679918392
1,-1,Fz,0.32421875,16.843814240424337
1,-1,Fz,0.328125,17.063247387640786
1,-1,Fz,0.33203125,17.227293012872366
1,-1,Fz,0.3359375,17.387818066414624
1,-1,Fz,0.33984375,17.608788343933817
1,-1,Fz,0.34375,17.668540044692467
1,-1,Fz,0.34765625,17.701463854740233
1,-1,Fz,0.3515625,17.67786450060159
1,-1,Fz,0.35546875,17.531259817133165
1,-1,Fz,0.359375,17.28328354756542
1,-1,Fz,0.36328125,16.95574687184195
1,-1,Fz,0.3671875,16.58636204968534
1,-1,Fz,0.37109375,16.23572919760698
1,-1,Fz,0.375,16.02336623795032
1,-1,Fz,0.37890625,15.87108166476815
1,-1,Fz,0.3828125,15.769730308426729
1,-1,Fz,0.38671875,15.698463712752734
1,-1,Fz,0.390625,15.473559425960804
1,-1,Fz,0.39453125,15.096584547650949
1,-1,Fz,0.3984375,14.563073355840046
1,-1,Fz,0.40234375,14.019622614544835
1,-1,Fz,0.40625,13.599528940304829
1,-1,Fz,0.41015625,13.225299789503932
1,-1,Fz,0.4140625,13.01172247412027
1,-1,Fz,0.41796875,12.855634805200454
1,-1,Fz,0.421875,12.722214992185325
1,-1,Fz,0.42578125,12.581808329898571
1,-1,Fz,0.4296875,12.260177437843923
1,-1,Fz,0.43359375,11.884244359477725
1,-1,Fz,0.4375,11.420450209365832
1,-1,Fz,0.44140625,10.901816405405562
1,-1,Fz,0.4453125,10.531969648691954
1,-1,Fz,0.44921875,10.353177159432752
1,-1,Fz,0.453125,10.451502191913967
1,-1,Fz,0.45703125,10.80181693493814
1,-1,Fz,0.4609375,11.245127300425086
1,-1,Fz,0.46484375,11.65445215582856
1,-1,Fz,0.46875,12.013839086835945
1,-1,Fz,0.47265625,12.329484310213594
1,-1,Fz,0.4765625,12.620942117713575
1,-1,Fz,0.48046875,12.940026523211774
1,-1,Fz,0.484375,13.350666036905016
1,-1,Fz,0.48828125,13.868190838668404
1,-1,Fz,0.4921875,14.437794051783857
1,-1,Fz,0.49609375,15.040363619550513
1,-1,Fz,0.5,15.594114172317111
1,-1,Fz,0.50390625,16.104225796004567
1,-1,Fz,0.5078125,16.533440853193962
1,-1,Fz,0.51171875,16.90955842241155
1,-1,Fz,0.515625,17.303852251818668
1,-1,Fz,0.51953125,17.595498156871773
1,-1,Fz,0.5234375,17.837455189949175
1,-1,Fz,0.52734375,18.05419111341253
1,-1,Fz,0.53125,18.222696380087488
1,-1,Fz,0.53515625,18.49222198866283
1,-1,Fz,0.5390625,18.82118397870545
1,-1,Fz,0.54296875,19.15458629769594
1,-1,Fz,0.546875,19.49926881030168
1,-1,Fz,0.55078125,19.843365644516297
1,-1,Fz,0.5546875,20.16719650947249
1,-1,Fz,0.55859375,20.305614166700682
1,-1,Fz,0.5625,20.49970591839431
1,-1,Fz,0.56640625,20.824874342037166
1,-1,Fz,0.5703125,21.07503033059399
1,-1,Fz,0.57421875,21.4513216258098
1,-1,Fz,0.578125,21.88706641035749
1,-1,Fz,0.58203125,22.30375283191887
1,-1,Fz,0.5859375,22.817223499086086
1,-1,Fz,0.58984375,23.240733657387196
1,-1,Fz,0.59375,23.579416318891305
1,-1,Fz,0.59765625,23.90429000139298
1,-1,Fz,0.6015625,24.124575312764588
1,-1,Fz,0.60546875,24.371512056794202
1,-1,Fz,0.609375,24.634489221844078
1,-1,Fz,0.61328125,24.947366094409915
1,-1,Fz,0.6171875,25.258254975028287
1,-1,Fz,0.62109375,25.4290802510153
1,-1,Fz,0.625,25.664254215502197
1,-1,Fz,0.62890625,25.98755690518313
1,-1,Fz,0.6328125,26.442729179590554
1,-1,Fz,0.63671875,27.017269441581682
1,-1,Fz,0.640625,27.653801329175835
1,-1,Fz,0.64453125,28.484958562996216
1,-1,Fz,0.6484375,29.441922839719
1,-1,Fz,0.65234375,30.362231501338478
1,-1,Fz,0.65625,31.11367459583795
1,-1,Fz,0.66015625,31.693202799093058
1,-1,Fz,0.6640625,32.09350540995073
1,-1,Fz,0.66796875,32.40147638431754
1,-1,Fz,0.671875,32.77337421716583
1,-1,Fz,0.67578125,33.18923481623992
1,-1,Fz,0.6796875,33.676932156955054
1,-1,Fz,0.68359375,34.20806581071142
1,-1,Fz,0.6875,34.66164721553345
1,-1,Fz,0.69140625,35.02781069055471
1,-1,Fz,0.6953125,35.297578747562866
1,-1,Fz,0.69921875,35.40924322064509
1,-1,Fz,0.703125,35.423217482786285
1,-1,Fz,0.70703125,35.37191529366942
1,-1,Fz,0.7109375,35.40492789877876
1,-1,Fz,0.71484375,35.47731904164059
1,-1,Fz,0.71875,35.568425745675626
1,-1,Fz,0.72265625,35.877217956310524
1,-1,Fz,0.7265625,36.16152131990616
1,-1,Fz,0.73046875,36.55008429300852
1,-1,Fz,0.734375,36.93756721970422
1,-1,Fz,0.73828125,37.09687934170002
1,-1,Fz,0.7421875,37.1324974519668
1,-1,Fz,0.74609375,36.81257343807706
1,-1,Fz,0.75,36.46431273602564
1,-1,Fz,0.75390625,36.05699470394019
1,-1,Fz,0.7578125,35.53718676577328
1,-1,Fz,0.76171875,35.20319742301359
1,-1,Fz,0.765625,34.91394086959725
1,-1,Fz,0.76953125,34.64119749061578
1,-1,Fz,0.7734375,34.18820775076798
1,-1,Fz,0.77734375,33.657271440632016
1,-1,Fz,0.78125,33.095363743361546
1,-1,Fz,0.78515625,32.467363815512996
1,-1,Fz,0.7890625,31.9154520069565
1,-1,Fz,0.79296875,31.3029700585358
1,-1,Fz,0.796875,30.75777877146932
1,-1,Fz,0.80078125,30.12491548958436
1,-1,F4,-0.19921875,1.2577506573783688
1,-1,F4,-0.1953125,1.2948215239967387
1,-1,F4,-0.19140625,1.3086679677170978
1,-1,F4,-0.1875,1.2892833500999274
1,-1,F4,-0.18359375,1.3058235273923078
1,-1,F4,-0.1796875,1.3338436947610255
1,-1,F4,-0.17578125,1.4680195606696034
1,-1,F4,-0.171875,1.732504987043573
1,-1,F4,-0.16796875,1.8620310994323972
1,-1,F4,-0.1640625,1.9640539257194354
1,-1,F4,-0.16015625,1.9070697654569917
1,-1,F4,-0.15625,1.61921772113437
1,-1,F4,-0.15234375,1.3133337785498718
1,-1,F4,-0.1484375,0.8310076414849409
1,-1,F4,-0.14453125,0.3943879157889645
1,-1,F4,-0.140625,-0.07266572367402357
1,-1,F4,-0.13671875,-0.5637804109212736
1,-1,F4,-0.1328125,-0.8305585260024075
1,-1,F4,-0.12890625,-1.0689576763718485
1,-1,F4,-0.125,-1.1822568065880903
1,-1,F4,-0.12109375,-1.2579605978906134
1,-1,F4,-0.1171875,-1.190619633672006
1,-1,F4,-0.11328125,-0.9602916923307276
1,-1,F4,-0.109375,-0.7944234668233279
1,-1,F4,-0.10546875,-0.41464567177204753
1,-1,F4,-0.1015625,-0.059494596190657334
1,-1,F4,-0.09765625,0.26115547064744293
1,-1,F4,-0.09375,0.7235918849196161
1,-1,F4,-0.08984375,1.0400066512934638
1,-1,F4,-0.0859375,1.4563619343127474
1,-1,F4,-0.08203125,1.8069438421003503
1,-1,F4,-0.078125,1.9173530874398463
1,-1,F4,-0.07421875,1.9412328066437197
1,-1,F4,-0.0703125,1.6299789541427652
1,-1,F4,-0.06640625,1.189947627339567
1,-1,F4,-0.0625,0.7176802072740611
1,-1,F4,-0.05859375,0.26155932407249205
1,-1,F4,-0.0546875,0.039178892110987684
1,-1,F4,-0.05078125,-0.14596736490966888
1,-1,F4,-0.046875,-0.4149141082421408
1,-1,F4,-0.04296875,-0.6919599263902505
1,-1,F4,-0.0390625,-1.0222362279318702
1,-1,F4,-0.03515625,-1.456496291458371
1,-1,F4,-0.03125,-1.8322090530860748
1,-1,F4,-0.02734375,-2.178361339159354
1,-1,F4,-0.0234375,-2.4386168244414304
1,-1,F4,-0.01953125,-2.604131531788409
1,-1,F4,-0.015625,-2.853257241488473
1,-1,F4,-0.01171875,-3.033674019153919
1,-1,F4,-0.0078125,-3.252899189046537
1,-1,F4,-0.00390625,-3.5464298795891653
1,-1,F4,0.0,-3.858078742215654
1,-1,F4,0.00390625,-4.233799126572195
1,-1,F4,0.0078125,-4.3296703788990465
1,-1,F4,0.01171875,-4.098243628493728
1,-1,F4,0.015625,-3.717005623398408
1,-1,F4,0.01953125,-3.336291353550113
1,-1,F4,0.0234375,-3.0884346632601303
1,-1,F4,0.02734375,-2.95597938346148
1,-1,F4,0.03125,-3.0473015844125464
1,-1,F4,0.03515625,-3.328623105447237
1,-1,F4,0.0390625,-3.6649490930420217
1,-1,F4,0.04296875,-4.030360909778997
1,-1,F4,0.046875,-4.40315874394243
1,-1,F4,0.05078125,-4.70150504602211
1,-1,F4,0.0546875,-4.971387875567514
1,-1,F4,0.05859375,-5.184688010382075
1,-1,F4,0.0625,-5.236924172066532
1,-1,F4,0.06640625,-5.291114104191122
1,-1,F4,0.0703125,-5.264470687987791
1,-1,F4,0.07421875,-5.272646691748474
1,-1,F4,0.078125,-5.451171424128561
1,-1,F4,0.08203125,-5.558885303243487
1,-1,F4,0.0859375,-5.782588404974185
1,-1,F4,0.08984375,-6.118707004006901
1,-1,F4,0.09375,-6.44898388136943
1,-1,F4,0.09765625,-6.781119437385177
1,-1,F4,0.1015625,-6.938904499901125
1,-1,F4,0.10546875,-7.084476796455738
1,-1,F4,0.109375,-7.274311969590435
1,-1,F4,0.11328125,-7.514765872449553
1,-1,F4,0.1171875,-7.953994600984738
1,-1,F4,0.12109375,-8.441757633539158
1,-1,F4,0.125,-8.868493142990067
1,-1,F4,0.12890625,-9.161888922474041
1,-1,F4,0.1328125,-9.194053428698414
1,-1,F4,0.13671875,-9.039499124375686
1,-1,F4,0.140625,-8.758758726432566
1,-1,F4,0.14453125,-8.520337173719978
1,-1,F4,0.1484375,-8.478581127550044
1,-1,F4,0.15234375,-8.470685029921075
1,-1,F4,0.15625,-8.67248375260748
1,-1,F4,0.16015625,-8.989418498452759
1,-1,F4,0.1640625,-9.191578690166349
1,-1,F4,0.16796875,-9.358819999930894
1,-1,F4,0.171875,-9.29338748604301
1,-1,F4,0.17578125,-9.1792487742038
1,-1,F4,0.1796875,-9.055212569999382
1,-1,F4,0.18359375,-8.85316619325424
1,-1,F4,0.1875,-8.749088347943594
1,-1,F4,0.19140625,-8.617058375711988
1,-1,F4,0.1953125,-8.570074647991149
1,-1,F4,0.19921875,-8.620113944036351
1,-1,F4,0.203125,-8.678082358581188
1,-1,F4,0.20703125,-8.738662475450464
1,-1,F4,0.2109375,-8.68455926310621
1,-1,F4,0.21484375,-8.641162377988174
1,-1,F4,0.21875,-8.579406358196648
1,-1,F4,0.22265625,-8.489399571738655
1,-1,F4,0.2265625,-8.507347962613693
1,-1,F4,0.23046875,-8.668584820029578
1,-1,F4,0.234375,-8.889092553714509
1,-1,F4,0.23828125,-9.074762950535465
1,-1,F4,0.2421875,-9.320269813415479
1,-1,F4,0.24609375,-9.464881620131957
1,-1,F4,0.25,-9.53119600441562
1,-1,F4,0.25390625,-9.585000655411681
1,-1,F4,0.2578125,-9.514582529406304
1,-1,F4,0.26171875,-9.439950627598439
1,-1,F4,0.265625,-9.300264992913615
1,-1,F4,0.26953125,-9.071642223246874
1,-1,F4,0.2734375,-8.749470491679613
1,-1,F4,0.27734375,-8.451660467098396
1,-1,F4,0.28125,-8.184714461331888
1,-1,F4,0.28515625,-7.850756840245352
1,-1,F4,0.2890625,-7.577488313130087
1,-1,F4,0.29296875,-7.169758801883771
1,-1,F4,0.296875,-6.768338170450434
1,-1,F4,0.30078125,-6.482232110716828
1,-1,F4,0.3046875,-6.14443941396213
1,-1,F4,0.30859375,-5.870094962345079
1,-1,F4,0.3125,-5.684831104945378
1,-1,F4,0.31640625,-5.535513994626507
1,-1,F4,0.3203125,-5.435856174764982
1,-1,F4,0.32421875,-5.415772728643642
1,-1,F4,0.328125,-5.366370587266221
1,-1,F4,0.33203125,-5.37135278566719
1,-1,F4,0.3359375,-5.35337230271268
1,-1,F4,0.33984375,-5.321538300583519
1,-1,F4,0.34375,-5.472397448675281
1,-1,F4,0.34765625,-5.686985854336209
1,-1,F4,0.3515625,-5.970862741258754
1,-1,F4,0.35546875,-6.369057326012149
1,-1,F4,0.359375,-6.876656039056341
1,-1,F4,0.36328125,-7.377232840744933
1,-1,F4,0.3671875,-7.886678552778074
1,-1,F4,0.37109375,-8.350292084647368
1,-1,F4,0.375,-8.631913992432754
1,-1,F4,0.37890625,-8.887223228677005
1,-1,F4,0.3828125,-9.112213820032125
1,-1,F4,0.38671875,-9.358323512587438
1,-1,F4,0.390625,-9.766260250426992
1,-1,F4,0.39453125,-10.263381448817816
1,-1,F4,0.3984375,-10.89140609541532
1,-1,F4,0.40234375,-11.532023758391446
1,-1,F4,0.40625,-12.05659467316304
1,-1,F4,0.41015625,-12.490538205468928
1,-1,F4,0.4140625,-12.666525373174498
1,-1,F4,0.41796875,-12.727963622347431
1,-1,F4,0.421875,-12.742004430993994
1,-1,F4,0.42578125,-12.798564276168467
1,-1,F4,0.4296875,-13.145100462301045
1,-1,F4,0.43359375,-13.571057447785542
1,-1,F4,0.4375,-14.153895915899215
1,-1,F4,0.44140625,-14.929296825969724
1,-1,F4,0.4453125,-15.592584096024071
1,-1,F4,0.44921875,-16.060145895145162
1,-1,F4,0.453125,-16.22436397182174
1,-1,F4,0.45703125,-16.12724357822129
1,-1,F4,0.4609375,-15.882537812022054
1,-1,F4,0.46484375,-15.621900674746938
1,-1,F4,0.46875,-15.406994865940309
1,-1,F4,0.47265625,-15.233422253453796
1,-1,F4,0.4765625,-15.14794344728978
1,-1,F4,0.48046875,-15.023995319330453
1,-1,F4,0.484375,-14.86102461124435
1,-1,F4,0.48828125,-14.642393788334449
1,-1,F4,0.4921875,-14.315656755119928
1,-1,F4,0.49609375,-14.000860293664909
1,-1,F4,0.5,-13.732903585905769
1,-1,F4,0.50390625,-13.462941790986475
1,-1,F4,0.5078125,-13.211460047753308
1,-1,F4,0.51171875,-12.933672571393803
1,-1,F4,0.515625,-12.54719102401162
1,-1,F4,0.51953125,-12.174921764655393
1,-1,F4,0.5234375,-11.842739845322882
1,-1,F4,0.52734375,-11.499626347210034
1,-1,F4,0.53125,-11.239889374112257
1,-1,F4,0.53515625,-10.968898170616868
1,-1,F4,0.5390625,-10.684959849717291
1,-1,F4,0.54296875,-10.439016862492027
1,-1,F4,0.546875,-10.18138959306233
1,-1,F4,0.55078125,-9.905216434260648
1,-1,F4,0.5546875,-9.601007741966507
1,-1,F4,0.55859375,-9.420892155623163
1,-1,F4,0.5625,-9.20988813483115
1,-1,F4,0.56640625,-8.869868327605921
1,-1,F4,0.5703125,-8.497115303236313
1,-1,F4,0.57421875,-7.946918277652021
1,-1,F4,0.578125,-7.3491785820730335
1,-1,F4,0.58203125,-6.841245898023608
1,-1,F4,0.5859375,-6.3151654742692465
1,-1,F4,0.58984375,-5.9195297948435766
1,-1,F4,0.59375,-5.6777593749591055
1,-1,F4,0.59765625,-5.42732552699794
1,-1,F4,0.6015625,-5.244378071255742
1,-1,F4,0.60546875,-4.982730581986253
1,-1,F4,0.609375,-4.623631734630024
1,-1,F4,0.61328125,-4.214749749882461
1,-1,F4,0.6171875,-3.7357169329369597
1,-1,F4,0.62109375,-3.387751579546034
1,-1,F4,0.625,-3.028909033734905
1,-1,F4,0.62890625,-2.5888424589887364
1,-1,F4,0.6328125,-2.085612533227849
1,-1,F4,0.63671875,-1.4193924532012439
1,-1,F4,0.640625,-0.6686205117074664
1,-1,F4,0.64453125,0.22081898546740675
1,-1,F4,0.6484375,1.2515631310727287
1,-1,F4,0.65234375,2.2242844671651874
1,-1,F4,0.65625,3.0466821331780842
1,-1,F4,0.66015625,3.7510974371194195
1,-1,F4,0.6640625,4.294079105393799
1,-1,F4,0.66796875,4.7350109554467075
1,-1,F4,0.671875,5.239644458796974
1,-1,F4,0.67578125,5.844110258485134
1,-1,F4,0.6796875,6.528384063390977
1,-1,F4,0.68359375,7.288366981575365
1,-1,F4,0.6875,8.03591869628346
1,-1,F4,0.69140625,8.692111988394469
1,-1,F4,0.6953125,9.173346436388965
1,-1,F4,0.69921875,9.393410559786812
1,-1,F4,0.703125,9.518292228389054
1,-1,F4,0.70703125,9.546361037616638
1,-1,F4,0.7109375,9.612820992201218
1,-1,F4,0.71484375,9.717773202965247
1,-1,F4,0.71875,9.72842417394423
1,-1,F4,0.72265625,9.882401573333077
1,-1,F4,0.7265625,10.02834029482571
1,-1,F4,0.73046875,10.250598061261496
1,-1,F4,0.734375,10.428078948447446
1,-1,F4,0.73828125,10.402474291293196
1,-1,F4,0.7421875,10.360089786986464
1,-1,F4,0.74609375,10.010890274992754
1,-1,F4,0.75,9.663388580056209
1,-1,F4,0.75390625,9.361534362834856
1,-1,F4,0.7578125,8.997167456758541
1,-1,F4,0.76171875,8.82839565219621
1,-1,F4,0.765625,8.67881161155267
1,-1,F4,0.76953125,8.563839506962628
1,-1,F4,0.7734375,8.278190583625944
1,-1,F4,0.77734375,7.863244766942255
1,-1,F4,0.78125,7.54335337857767
1,-1,F4,0.78515625,7.202825036635991
1,-1,F4,0.7890625,6.882521644997375
1,-1,F4,0.79296875,6.414257231757286
