task,direction,source,time_s,value
1,-1,L,0.42578125,0.16412845115086766
1,-1,L,0.4296875,0.16512328420992375
1,-1,L,0.43359375,0.16610100258498003
1,-1,L,0.4375,0.16706169807000956
1,-1,L,0.44140625,0.16800546513367376
1,-1,L,0.4453125,0.16893240077598162
1,-1,L,0.44921875,0.1698426043901665
1,-1,L,0.453125,0.17073617762959847
1,-1,L,0.45703125,0.17161322427955744
1,-1,L,0.4609375,0.17247385013369776
1,-1,L,0.46484375,0.17331816287504206
1,-1,L,0.46875,0.1741462719613476
1,-1,L,0.47265625,0.17495828851469405
1,-1,L,0.4765625,0.17575432521514708
1,-1,L,0.48046875,0.17653449619835768
1,-1,L,0.484375,0.17729891695696154
1,-1,L,0.48828125,0.17804770424564847
1,-1,L,0.4921875,0.17878097598977558
1,-1,L,0.49609375,0.17949885119740303
1,-1,L,0.5,0.18020144987463535
1,-1,L,0.50390625,0.18088889294415517
1,-1,L,0.5078125,0.18156130216684033
1,-1,L,0.51171875,0.18221880006635927
1,-1,L,0.515625,0.18286150985664307
1,-1,L,0.51953125,0.1834895553721361
1,-1,L,0.5234375,0.18410306100073057
1,-1,L,0.52734375,0.18470215161929374
1,-1,L,0.53125,0.1852869525316994
1,-1,L,0.53515625,0.18585758940927855
1,-1,L,0.5390625,0.18641418823360673
1,-1,L,0.54296875,0.18695687524154894
1,-1,L,0.546875,0.18748577687248483
1,-1,L,0.55078125,0.18800101971764033
1,-1,L,0.5546875,0.18850273047145394
1,-1,L,0.55859375,0.18899103588490848
1,-1,L,0.5625,0.18946606272076125
1,-1,L,0.56640625,0.18992793771060806
1,-1,L,0.5703125,0.19037678751371864
1,-1,L,0.57421875,0.19081273867758286
1,-1,L,0.578125,0.19123591760010958
1,-1,L,0.58203125,0.19164645049342158
1,-1,L,0.5859375,0.19204446334919203
1,-1,L,0.58984375,0.19243008190546984
1,-1,L,0.59375,0.19280343161494268
1,-1,L,0.59765625,0.1931646376145888
1,-1,L,0.6015625,0.19351382469666942
1,-1,L,0.60546875,0.19385111728101617
1,-1,L,0.609375,0.19417663938856858
1,-1,L,0.61328125,0.19449051461611877
1,-1,L,0.6171875,0.19479286611222163
1,-1,L,0.62109375,0.19508381655423015
1,-1,L,0.625,0.19536348812641696
1,-1,L,0.62890625,0.19563200249914434
1,-1,L,0.6328125,0.1958894808090463
1,-1,L,0.63671875,0.1961360436401876
1,-1,L,0.640625,0.1963718110061653
1,-1,L,0.64453125,0.19659690233312008
1,-1,L,0.6484375,0.19681143644362556
1,-1,L,0.65234375,0.19701553154142437
1,-1,L,0.65625,0.19720930519698157
1,-1,L,0.66015625,0.19739287433382624
1,-1,L,0.6640625,0.1975663552156534
1,-1,L,0.66796875,0.19772986343415952
1,-1,L,0.671875,0.19788351389758485
1,-1,L,0.67578125,0.19802742081993818
1,-1,L,0.6796875,0.19816169771087883
1,-1,L,0.68359375,0.1982864573662326
1,-1,L,0.6875,0.19840181185911887
1,-1,L,0.69140625,0.19850787253166643
1,-1,L,0.6953125,0.19860474998729688
1,-1,L,0.69921875,0.19869255408355496
1,-1,L,0.703125,0.19877139392546558
1,-1,L,0.70703125,0.19884137785939832
1,-1,L,0.7109375,0.1989026134674206
1,-1,L,0.71484375,0.1989552075621217
1,-1,L,0.71875,0.1989992661818896
1,-1,L,0.72265625,0.19903489458662404
1,-1,L,0.7265625,0.1990621972538696
1,-1,L,0.73046875,0.19908127787535235
1,-1,L,0.734375,0.19909223935390544
1,-1,L,0.73828125,0.19909518380076827
1,-1,L,0.7421875,0.19909021253324521
1,-1,L,0.74609375,0.19907742607270992
1,-1,L,0.75,0.1990569241429419
1,-1,L,0.75390625,0.1990288056687822
1,-1,L,0.7578125,0.19899316877509599
1,-1,L,0.76171875,0.1989501107860297
1,-1,L,0.765625,0.198899728224551
1,-1,L,0.76953125,0.19884211681226044
1,-1,L,0.7734375,0.1987773714694637
1,-1,L,0.77734375,0.1987055863154939
1,-1,L,0.78125,0.19862685466927377
1,-1,L,0.78515625,0.1985412690501077
1,-1,L,0.7890625,0.19844892117869425
1,-1,L,0.79296875,0.19834990197834987
1,-1,L,0.796875,0.1982443015764346
1,-1,L,0.80078125,0.19813220930597178
1,-1,R,-0.19921875,0.0
1,-1,R,-0.1953125,0.0
1,-1,R,-0.19140625,0.0
1,-1,R,-0.1875,0.0
1,-1,R,-0.18359375,0.0
1,-1,R,-0.1796875,0.0
1,-1,R,-0.17578125,0.0
1,-1,R,-0.171875,0.0
1,-1,R,-0.16796875,0.0
1,-1,R,-0.1640625,0.0
1,-1,R,-0.16015625,0.0
1,-1,R,-0.15625,0.0
1,-1,R,-0.15234375,0.0
1,-1,R,-0.1484375,0.0
1,-1,R,-0.14453125,0.0
1,-1,R,-0.140625,0.0
1,-1,R,-0.13671875,0.0
1,-1,R,-0.1328125,0.0
1,-1,R,-0.12890625,0.0
1,-1,R,-0.125,0.0
1,-1,R,-0.12109375,0.0
1,-1,R,-0.1171875,0.0
1,-1,R,-0.11328125,0.0
1,-1,R,-0.109375,0.0
1,-1,R,-0.10546875,0.0
1,-1,R,-0.1015625,0.0
1,-1,R,-0.09765625,0.0
1,-1,R,-0.09375,0.0
1,-1,R,-0.08984375,0.0
1,-1,R,-0.0859375,0.0
1,-1,R,-0.08203125,0.0
1,-1,R,-0.078125,0.0
1,-1,R,-0.07421875,0.0
1,-1,R,-0.0703125,0.0
1,-1,R,-0.06640625,0.0
1,-1,R,-0.0625,0.0
1,-1,R,-0.05859375,0.0
1,-1,R,-0.0546875,0.0
1,-1,R,-0.05078125,0.0
1,-1,R,-0.046875,0.0
1,-1,R,-0.04296875,0.0
1,-1,R,-0.0390625,0.0
1,-1,R,-0.03515625,0.0
1,-1,R,-0.03125,0.0
1,-1,R,-0.02734375,0.0
1,-1,R,-0.0234375,0.0
1,-1,R,-0.01953125,0.0
1,-1,R,-0.015625,0.0
1,-1,R,-0.01171875,0.0
1,-1,R,-0.0078125,0.0
1,-1,R,-0.00390625,0.0
1,-1,R,0.0,0.0
1,-1,R,0.00390625,3.826783754333542e-05
1,-1,R,0.0078125,0.0001505955782805782
1,-1,R,0.01171875,0.0003335282012499732
1,-1,R,0.015625,0.0005837270965724692
1,-1,R,0.01953125,0.000897967570215534
1,-1,R,0.0234375,0.0012731362444862245
1,-1,R,0.02734375,0.001706228378438926
1,-1,R,0.03125,0.0021943451295862604
1,-1,R,0.03515625,0.002734690775752486
1,-1,R,0.0390625,0.0033245768734434947
1,-1,R,0.04296875,0.0039614147326046695
1,-1,R,0.046875,0.004642709857181233
1,-1,R,0.05078125,0.005366059171359129
1,-1,R,0.0546875,0.0061291482694192335
1,-1,R,0.05859375,0.006929748697055026
1,-1,R,0.0625,0.007765715270797448
1,-1,R,0.06640625,0.008634983441116326
1,-1,R,0.0703125,0.009535566703813744
1,-1,R,0.07421875,0.010465554063479772
1,-1,R,0.078125,0.011423107552034796
1,-1,R,0.08203125,0.01240645980472556
1,-1,R,0.0859375,0.013413911695365282
1,-1,R,0.08984375,0.014443830032103512
1,-1,R,0.09375,0.015494645314571426
1,-1,R,0.09765625,0.016564849552866127
1,-1,R,0.1015625,0.017652994148507167
1,-1,R,0.10546875,0.01875768783721408
1,-1,R,0.109375,0.019877594693110505
1,-1,R,0.11328125,0.021011432193753326
1,-1,R,0.1171875,0.0221579693452107
1,-1,R,0.12109375,0.02331602486626646
1,-1,R,0.125,0.02448446543070736
1,-1,R,0.12890625,0.025662203966550612
1,-1,R,0.1328125,0.02684819801098962
1,-1,R,0.13671875,0.028041448119773323
1,-1,R,0.140625,0.029240996329686825
1,-1,R,0.14453125,0.03044592467276633
1,-1,R,0.1484375,0.03165535374085789
1,-1,R,0.15234375,0.03286844129911568
1,-1,R,0.15625,0.03408438094703015
1,-1,R,0.16015625,0.03530240082557821
1,-1,R,0.1640625,0.036521762369095295
1,-1,R,0.16796875,0.03774175910048263
1,-1,R,0.171875,0.03896171546837996
1,-1,R,0.17578125,0.04018098572495555
1,-1,R,0.1796875,0.04139895284298897
1,-1,R,0.18359375,0.042615027470949016
1,-1,R,0.1875,0.04382864692479732
1,-1,R,0.19140625,0.045039274215278494
1,-1,R,0.1953125,0.04624639710948858
1,-1,R,0.19921875,0.047449527225545796
1,-1,R,0.203125,0.04864819915922003
1,-1,R,0.20703125,0.049841969641410515
1,-1,R,0.2109375,0.051030416725394094
1,-1,R,0.21484375,0.0522131390027995
1,-1,R,0.21875,0.05338975484729583
1,-1,R,0.22265625,0.05455990168501574
1,-1,R,0.2265625,0.05572323529076611
1,-1,R,0.23046875,0.056879429109110084
1,-1,R,0.234375,0.05802817359943561
1,-1,R,0.23828125,0.05916917560415549
1,-1,R,0.2421875,0.060302157739213824
1,-1,R,0.24609375,0.06142685780610223
1,-1,R,0.25,0.06254302822461737
1,-1,R,0.25390625,0.06365043548561869
1,-1,R,0.2578125,0.06474885962307148
1,-1,R,0.26171875,0.06583809370468617
1,-1,R,0.265625,0.06691794334048982
1,-1,R,0.26953125,0.06798822620868936
1,-1,R,0.2734375,0.06904877159820988
1,-1,R,0.27734375,0.0700994199673136
1,-1,R,0.28125,0.0711400225177267
1,-1,R,0.28515625,0.07217044078372255
1,-1,R,0.2890625,0.0731905462356296
1,-1,R,0.29296875,0.07420021989725237
1,-1,R,0.296875,0.07519935197671213
1,-1,R,0.30078125,0.07618784151023233
1,-1,R,0.3046875,0.07716559601841141
1,-1,R,0.30859375,0.07813253117454204
1,-1,R,0.3125,0.07908857048455245
1,-1,R,0.31640625,0.08003364497816084
1,-1,R,0.3203125,0.08096769291084895
1,-1,R,0.32421875,0.08189065947627513
1,-1,R,0.328125,0.08280249652876163
1,-1,R,0.33203125,0.0837031623155034
1,-1,R,0.3359375,0.08459262121815932
1,-1,R,0.33984375,0.08547084350349868
1,-1,R,0.34375,0.08633780508278768
1,-1,R,0.34765625,0.08719348727961235
1,-1,R,0.3515625,0.08803787660584496
1,-1,R,0.35546875,0.08887096454547201
1,-1,R,0.359375,0.08969274734601154
1,-1,R,0.36328125,0.09050322581725773
1,-1,R,0.3671875,0.09130240513709997
1,-1,R,0.37109375,0.09209029466417268
1,-1,R,0.375,0.09286690775710064
1,-1,R,0.37890625,0.0936322616001136
1,-1,R,0.3828125,0.09438637703481113
1,-1,R,0.38671875,0.09512927839786718
1,-1,R,0.390625,0.09586099336447086
1,-1,R,0.39453125,0.0965815527973073
1,-1,R,0.3984375,0.09729099060088924
1,-1,R,0.40234375,0.09798934358105676
1,-1,R,0.40625,0.09867665130946913
1,-1,R,0.41015625,0.09935295599291828
1,-1,R,0.4140625,0.10001830234730025
1,-1,R,0.41796875,0.10067273747608595
1,-1,R,0.421875,0.10131631075313842
1,-1,R,0.42578125,0.101949073709729
1,-1,R,0.4296875,0.10257107992560988
1,-1,R,0.43359375,0.10318238492400551
1,-1,R,0.4375,0.10378304607039014
1,-1,R,0.44140625,0.10437312247492297
1,-1,R,0.4453125,0.10495267489841738
1,-1,R,0.44921875,0.10552176566172435
1,-1,R,0.453125,0.10608045855841479
1,-1,R,0.45703125,0.10662881877064904
1,-1,R,0.4609375,0.10716691278812578
1,-1,R,0.46484375,0.10769480833000626
1,-1,R,0.46875,0.10821257426971342
1,-1,R,0.47265625,0.10872028056250839
1,-1,R,0.4765625,0.10921799817575081
1,-1,R,0.48046875,0.10970579902175215
1,-1,R,0.484375,0.11018375589313424
1,-1,R,0.48828125,0.11065194240060862
1,-1,R,0.4921875,0.1111104329130945
1,-1,R,0.49609375,0.11155930250009652
1,-1,R,0.5,0.11199862687626572
1,-1,R,0.50390625,0.1124284823480698
1,-1,R,0.5078125,0.11284894576250144
1,-1,R,0.51171875,0.1132600944577554
1,-1,R,0.515625,0.11366200621580781
1,-1,R,0.51953125,0.11405475921683332
1,-1,R,0.5234375,0.11443843199539731
1,-1,R,0.52734375,0.11481310339836341
1,-1,R,0.53125,0.1151788525444576
1,-1,R,0.53515625,0.11553575878543296
1,-1,R,0.5390625,0.11588390166878021
1,-1,R,0.54296875,0.11622336090193178
1,-1,R,0.546875,0.11655421631790809
1,-1,R,0.55078125,0.11687654784235722
1,-1,R,0.5546875,0.11719043546194004
1,-1,R,0.55859375,0.11749595919401488
1,-1,R,0.5625,0.11779319905757746
1,-1,R,0.56640625,0.1180822350454126
1,-1,R,0.5703125,0.1183631470974166
1,-1,R,0.57421875,0.11863601507504964
1,-1,R,0.578125,0.11890091873687954
1,-1,R,0.58203125,0.11915793771517914
1,-1,R,0.5859375,0.11940715149354106
1,-1,R,0.58984375,0.11964863938547439
1,-1,R,0.59375,0.11988248051394962
1,-1,R,0.59765625,0.12010875379185862
1,-1,R,0.6015625,0.12032753790335803
1,-1,R,0.60546875,0.12053891128606523
1,-1,R,0.609375,0.12074295211407711
1,-1,R,0.61328125,0.12093973828178295
1,-1,R,0.6171875,0.12112934738844347
1,-1,R,0.62109375,0.12131185672350926
1,-1,R,0.625,0.12148734325265245
1,-1,R,0.62890625,0.12165588360448656
1,-1,R,0.6328125,0.12181755405795015
1,-1,R,0.63671875,0.12197243053033069
1,-1,R,0.640625,0.12212058856590602
1,-1,R,0.64453125,0.12226210332518124
1,-1,R,0.6484375,0.1223970495746999
1,-1,R,0.65234375,0.12252550167740883
1,-1,R,0.65625,0.12264753358355665
1,-1,R,0.66015625,0.12276321882210692
1,-1,R,0.6640625,0.12287263049264714
1,-1,R,0.66796875,0.12297584125777569
1,-1,R,0.671875,0.12307292333594928
1,-1,R,0.67578125,0.12316394849477422
1,-1,R,0.6796875,0.123248988044725
1,-1,R,0.68359375,0.1233281128332748
1,-1,R,0.6875,0.12340139323942236
1,-1,R,0.69140625,0.12346889916860082
1,-1,R,0.6953125,0.12353070004795422
1,-1,R,0.69921875,0.12358686482196782
1,-1,R,0.703125,0.12363746194843914
1,-1,R,0.70703125,0.12368255939477678
1,-1,R,0.7109375,0.12372222463461462
1,-1,R,0.71484375,0.12375652464472946
1,-1,R,0.71875,0.12378552590225049
1,-1,R,0.72265625,0.12380929438214934
1,-1,R,0.7265625,0.12382789555499993
1,-1,R,0.73046875,0.12384139438499764
1,-1,R,0.734375,0.12384985532822772
1,-1,R,0.73828125,0.12385334233117307
1,-1,R,0.7421875,0.12385191882945207
1,-1,R,0.74609375,0.12384564774677725
1,-1,R,0.75,0.12383459149412601
1,-1,R,0.75390625,0.1238188119691148
1,-1,R,0.7578125,0.12379837055556868
1,-1,R,0.76171875,0.12377332812327815
1,-1,R,0.765625,0.12374374502793567
1,-1,R,0.76953125,0.12370968111124432
1,-1,R,0.7734375,0.12367119570119162
1,-1,R,0.77734375,0.12362834761248138
1,-1,R,0.78125,0.12358119514711707
1,-1,R,0.78515625,0.12352979609513005
1,-1,R,0.7890625,0.12347420773544664
1,-1,R,0.79296875,0.1234144868368878
1,-1,R,0.796875,0.12335068965929583
1,-1,R,0.80078125,0.12328287195478213
1,-1,C,-0.19921875,0.0
1,-1,C,-0.1953125,0.0
1,-1,C,-0.19140625,0.0
1,-1,C,-0.1875,0.0
1,-1,C,-0.18359375,0.0
1,-1,C,-0.1796875,0.0
1,-1,C,-0.17578125,0.0
1,-1,C,-0.171875,0.0
1,-1,C,-0.16796875,0.0
1,-1,C,-0.1640625,0.0
1,-1,C,-0.16015625,0.0
1,-1,C,-0.15625,0.0
1,-1,C,-0.15234375,0.0
1,-1,C,-0.1484375,0.0
1,-1,C,-0.14453125,0.0
1,-1,C,-0.140625,0.0
1,-1,C,-0.13671875,0.0
1,-1,C,-0.1328125,0.0
1,-1,C,-0.12890625,0.0
1,-1,C,-0.125,0.0
1,-1,C,-0.12109375,0.0
1,-1,C,-0.1171875,0.0
1,-1,C,-0.11328125,0.0
1,-1,C,-0.109375,0.0
1,-1,C,-0.10546875,0.0
1,-1,C,-0.1015625,0.0
1,-1,C,-0.09765625,0.0
1,-1,C,-0.09375,0.0
1,-1,C,-0.08984375,0.0
1,-1,C,-0.0859375,0.0
1,-1,C,-0.08203125,0.0
1,-1,C,-0.078125,0.0
1,-1,C,-0.07421875,0.0
1,-1,C,-0.0703125,0.0
1,-1,C,-0.06640625,0.0
1,-1,C,-0.0625,0.0
1,-1,C,-0.05859375,0.0
1,-1,C,-0.0546875,0.0
1,-1,C,-0.05078125,0.0
1,-1,C,-0.046875,0.0
1,-1,C,-0.04296875,0.0
1,-1,C,-0.0390625,0.0
1,-1,C,-0.03515625,0.0
1,-1,C,-0.03125,0.0
1,-1,C,-0.02734375,0.0
1,-1,C,-0.0234375,0.0
1,-1,C,-0.01953125,0.0
1,-1,C,-0.015625,0.0
1,-1,C,-0.01171875,0.0
1,-1,C,-0.0078125,0.0
1,-1,C,-0.00390625,0.0
1,-1,C,0.0,0.0
1,-1,C,0.00390625,0.0
1,-1,C,0.0078125,6.051110943186287e-08
1,-1,C,0.01171875,2.98270764959378e-07
1,-1,C,0.015625,8.238334776030382e-07
1,-1,C,0.01953125,1.741782125102996e-06
1,-1,C,0.0234375,3.1509366255115024e-06
1,-1,C,0.02734375,5.144559452596532e-06
1,-1,C,0.03125,7.810557539221242e-06
1,-1,C,0.03515625,1.7223911010433236e-05
1,-1,C,0.0390625,3.5467900270655636e-05
1,-1,C,0.04296875,6.227338250639446e-05
1,-1,C,0.046875,9.73782427548773e-05
1,-1,C,0.05078125,0.00014052720007119634
1,-1,C,0.0546875,0.0001914716203533603
1,-1,C,0.05859375,0.00024996933542027934
1,-1,C,0.0625,0.0003157844679781615
1,-1,C,0.06640625,0.00038868726214689173
1,-1,C,0.0703125,0.00046845391925009734
1,-1,C,0.07421875,0.000554866438601168
1,-1,C,0.078125,0.0006477124630428478
1,-1,C,0.08203125,0.0007467851290204832
1,-1,C,0.0859375,0.0008518829209888967
1,-1,C,0.08984375,0.000962809529970442
1,-1,C,0.09375,0.0010793737160973377
1,-1,C,0.09765625,0.001201389174985087
1,-1,C,0.1015625,0.0013286744077959092
1,-1,C,0.10546875,0.0014610525948617842
1,-1,C,0.109375,0.00159835147274614
1,-1,C,0.11328125,0.0017404032146315336
1,-1,C,0.1171875,0.0018870443139280197
1,-1,C,0.12109375,0.0020381154710033956
1,-1,C,0.125,0.002193461482942253
1,-1,C,0.12890625,0.0023529311362458583
1,-1,C,0.1328125,0.0025163771023894053
1,-1,C,0.13671875,0.002683655836157197
1,-1,C,0.140625,0.00285462747667991
1,-1,C,0.14453125,0.0030291557511013074
1,-1,C,0.1484375,0.0032071078808046387
1,-1,C,0.15234375,0.003388354490131586
1,-1,C,0.15625,0.0035727695175289584
1,-1,C,0.16015625,0.0037602301290604935
1,-1,C,0.1640625,0.003950616634223079
1,-1,C,0.16796875,0.0041438124040085265
1,-1,C,0.171875,0.004339703791153689
1,-1,C,0.17578125,0.0045381800525232776
1,-1,C,0.1796875,0.004739133273571186
1,-1,C,0.18359375,0.0049424582948274925
1,-1,C,0.1875,0.005148052640359618
1,-1,C,0.19140625,0.005355816448157338
1,-1,C,0.1953125,0.0055656524023925315
1,-1,C,0.19921875,0.005777465667505673
1,-1,C,0.203125,0.005991163824072159
1,-1,C,0.20703125,0.006206656806402634
1,-1,C,0.2109375,0.006423856841832465
1,-1,C,0.21484375,0.006642678391656546
1,-1,C,0.21875,0.006863038093666563
1,-1,C,0.22265625,0.007084854706248807
1,-1,C,0.2265625,0.007308049054001536
1,-1,C,0.23046875,0.007532543974831833
1,-1,C,0.234375,0.007758264268492758
1,-1,C,0.23828125,0.007985136646522516
1,-1,C,0.2421875,0.008213089683548197
1,-1,C,0.24609375,0.008442053769917511
1,-1,C,0.25,0.008671961065622784
1,-1,C,0.25390625,0.008902745455482298
1,-1,C,0.2578125,0.009134342505544884
1,-1,C,0.26171875,0.009366689420684469
1,-1,C,0.265625,0.00959972500335208
1,-1,C,0.26953125,0.009833389613453576
1,-1,C,0.2734375,0.010067625129322154
1,-1,C,0.27734375,0.010302374909755435
1,-1,C,0.28125,0.010537583757087658
1,-1,C,0.28515625,0.010773197881268255
1,-1,C,0.2890625,0.011009164864918817
1,-1,C,0.29296875,0.011245433629341125
1,-1,C,0.296875,0.01148195440144965
1,-1,C,0.30078125,0.011718678681602594
1,-1,C,0.3046875,0.011955559212306207
1,-1,C,0.30859375,0.012192549947767794
1,-1,C,0.3125,0.01242960602427344
1,-1,C,0.31640625,0.012666683731367137
1,-1,C,0.3203125,0.012903740483808603
1,-1,C,0.32421875,0.0131407347942877
1,-1,C,0.328125,0.013377626246873931
1,-1,C,0.33203125,0.013614375471180126
1,-1,C,0.3359375,0.013850944117219904
1,-1,C,0.33984375,0.014087294830939182
1,-1,C,0.34375,0.014323391230402417
1,-1,C,0.34765625,0.0145591978826149
1,-1,C,0.3515625,0.014794680280962879
1,-1,C,0.35546875,0.015029804823253817
1,-1,C,0.359375,0.015264538790339599
1,-1,C,0.36328125,0.015498850325305954
1,-1,C,0.3671875,0.01573270841321187
1,-1,C,0.37109375,0.015966082861363202
1,-1,C,0.375,0.01619894428010515
1,-1,C,0.37890625,0.01643126406411871
1,-1,C,0.3828125,0.016663014374206628
1,-1,C,0.38671875,0.0168941681195548
1,-1,C,0.390625,0.017124698940455506
1,-1,C,0.39453125,0.017354581191479156
1,-1,C,0.3984375,0.01758378992508176
1,-1,C,0.40234375,0.01781230087563558
1,-1,C,0.40625,0.01804009044387084
1,-1,C,0.41015625,0.01826713568171675
1,-1,C,0.4140625,0.01849341427753036
1,-1,C,0.41796875,0.018718904541702226
1,-1,C,0.421875,0.018943585392628044
1,-1,C,0.42578125,0.01916743634303585
1,-1,C,0.4296875,0.019390437486658637
1,-1,C,0.43359375,0.01961256948524253
1,-1,C,0.4375,0.019833813555880996
1,-1,C,0.44140625,0.020054151458665785
1,-1,C,0.4453125,0.020273565484645664
1,-1,C,0.44921875,0.02049203844408416
1,-1,C,0.453125,0.020709553655007883
1,-1,C,0.45703125,0.020926094932037228
1,-1,C,0.4609375,0.02114164657549144
1,-1,C,0.46484375,0.021356193360760365
1,-1,C,0.46875,0.02156972052793536
1,-1,C,0.47265625,0.021782213771692083
1,-1,C,0.4765625,0.021993659231418137
1,-1,C,0.48046875,0.022204043481578666
1,-1,C,0.484375,0.022413353522313332
1,-1,C,0.48828125,0.02262157677025818
1,-1,C,0.4921875,0.022828701049586154
1,-1,C,0.49609375,0.023034714583260205
1,-1,C,0.5,0.02323960598449311
1,-1,C,0.50390625,0.0234433642484083
1,-1,C,0.5078125,0.02364597874389617
1,-1,C,0.51171875,0.023847439205660462
1,-1,C,0.515625,0.02404773572644959
1,-1,C,0.51953125,0.024246858749467765
1,-1,C,0.5234375,0.0244447990609611
1,-1,C,0.52734375,0.02464154778297389
1,-1,C,0.53125,0.024837096366270475
1,-1,C,0.53515625,0.025031436583418214
1,-1,C,0.5390625,0.025224560522027213
1,-1,C,0.54296875,0.025416460578142626
1,-1,C,0.546875,0.025607129449785413
1,-1,C,0.55078125,0.025796560130637605
1,-1,C,0.5546875,0.025984745903868237
1,-1,C,0.55859375,0.026171680336096202
1,-1,C,0.5625,0.026357357271486418
1,-1,C,0.56640625,0.0265417708259758
1,-1,C,0.5703125,0.026724915381625605
1,-1,C,0.57421875,0.02690678558109686
1,-1,C,0.578125,0.02708737632224568
1,-1,C,0.58203125,0.0272666827528353
1,-1,C,0.5859375,0.027444700265361884
1,-1,C,0.58984375,0.027621424491991096
1,-1,C,0.59375,0.027796851299602635
1,-1,C,0.59765625,0.027970976784939962
1,-1,C,0.6015625,0.028143797269862506
1,-1,C,0.60546875,0.02831530929669779
1,-1,C,0.609375,0.02848550962369092
1,-1,C,0.61328125,0.028654395220548967
1,-1,C,0.6171875,0.028821963264077904
1,-1,C,0.62109375,0.028988211133909758
1,-1,C,0.625,0.02915313640831771
1,-1,C,0.62890625,0.029316736860116994
1,-1,C,0.6328125,0.029479010452649487
1,-1,C,0.63671875,0.02963995533584986
1,-1,C,0.640625,0.029799569842391398
1,-1,C,0.64453125,0.029957852483909437
1,-1,C,0.6484375,0.030114801947300634
1,-1,C,0.65234375,0.03027041709109616
1,-1,C,0.65625,0.03042469694190708
1,-1,C,0.66015625,0.03057764069094019
1,-1,C,0.6640625,0.030729247690582592
1,-1,C,0.66796875,0.03087951745105343
1,-1,C,0.671875,0.03102844963712116
1,-1,C,0.67578125,0.03117604406488485
1,-1,C,0.6796875,0.03132230069861795
1,-1,C,0.68359375,0.031467219647673156
1,-1,C,0.6875,0.03161080116344689
1,-1,C,0.69140625,0.031753045636402036
1,-1,C,0.6953125,0.03189395359314764
1,-1,C,0.69921875,0.03203352569357418
1,-1,C,0.703125,0.032171762728043236
1,-1,C,0.70703125,0.03230866561463028
1,-1,C,0.7109375,0.032444235396419364
1,-1,C,0.71484375,0.03257847323884867
1,-1,C,0.71875,0.03271138042710557
1,-1,C,0.72265625,0.03284295836357036
1,-1,C,0.7265625,0.03297320856530734
1,-1,C,0.73046875,0.033102132661602404
1,-1,C,0.734375,0.033229732391545995
1,-1,C,0.73828125,0.033356009601660505
1,-1,C,0.7421875,0.03348096624357113
1,-1,C,0.74609375,0.03360460437171927
1,-1,C,0.75,0.033726926141117504
1,-1,C,0.75390625,0.033847933805145364
1,-1,C,0.7578125,0.03396762971338491
1,-1,C,0.76171875,0.034086016309495405
1,-1,C,0.765625,0.03420309612912612
1,-1,C,0.76953125,0.03431887179786664
1,-1,C,0.7734375,0.03443334602923376
1,-1,C,0.77734375,0.03454652162269425
1,-1,C,0.78125,0.03465840146172282
1,-1,C,0.78515625,0.034768988511894486
1,-1,C,0.7890625,0.034878285819010646
1,-1,C,0.79296875,0.034986296507258235
1,-1,C,0.796875,0.03509302377740125
1,-1,C,0.80078125,0.03519847090500402
1,1,L,-0.19921875,0.0
1,1,L,-0.1953125,0.0
1,1,L,-0.19140625,0.0
1,1,L,-0.1875,0.0
1,1,L,-0.18359375,0.0
1,1,L,-0.1796875,0.0
1,1,L,-0.17578125,0.0
1,1,L,-0.171875,0.0
1,1,L,-0.16796875,0.0
1,1,L,-0.1640625,0.0
1,1,L,-0.16015625,0.0
1,1,L,-0.15625,0.0
1,1,L,-0.15234375,0.0
1,1,L,-0.1484375,0.0
1,1,L,-0.14453125,0.0
1,1,L,-0.140625,0.0
1,1,L,-0.13671875,0.0
1,1,L,-0.1328125,0.0
1,1,L,-0.12890625,0.0
1,1,L,-0.125,0.0
1,1,L,-0.12109375,0.0
1,1,L,-0.1171875,0.0
1,1,L,-0.11328125,0.0
1,1,L,-0.109375,0.0
1,1,L,-0.10546875,0.0
1,1,L,-0.1015625,0.0
1,1,L,-0.09765625,0.0
1,1,L,-0.09375,0.0
1,1,L,-0.08984375,0.0
1,1,L,-0.0859375,0.0
1,1,L,-0.08203125,0.0
1,1,L,-0.078125,0.0
1,1,L,-0.07421875,0.0
1,1,L,-0.0703125,0.0
1,1,L,-0.06640625,0.0
1,1,L,-0.0625,0.0
1,1,L,-0.05859375,0.0
1,1,L,-0.0546875,0.0
1,1,L,-0.05078125,0.0
1,1,L,-0.046875,0.0
1,1,L,-0.04296875,0.0
1,1,L,-0.0390625,0.0
1,1,L,-0.03515625,0.0
1,1,L,-0.03125,0.0
1,1,L,-0.02734375,0.0
1,1,L,-0.0234375,0.0
1,1,L,-0.01953125,0.0
1,1,L,-0.015625,0.0
1,1,L,-0.01171875,0.0
1,1,L,-0.0078125,0.0
1,1,L,-0.00390625,0.0
1,1,L,0.0,0.0
1,1,L,0.00390625,3.826783754333542e-05
1,1,L,0.0078125,0.0001505955782805782
1,1,L,0.01171875,0.0003335282012499732
1,1,L,0.015625,0.0005837270965724692
1,1,L,0.01953125,0.000897967570215534
1,1,L,0.0234375,0.0012731362444862245
1,1,L,0.02734375,0.001706228378438926
1,1,L,0.03125,0.0021943451295862604
1,1,L,0.03515625,0.002734690775752486
