fold,scheme,false_positive_rate,true_positive_rate
B_to_A,source,0.43820224719101125,0.32432432432432434
B_to_A,source,0.43820224719101125,0.35135135135135137
B_to_A,source,0.449438202247191,0.35135135135135137
B_to_A,source,0.449438202247191,0.3783783783783784
B_to_A,source,0.47191011235955055,0.3783783783783784
B_to_A,source,0.47191011235955055,0.43243243243243246
B_to_A,source,0.48314606741573035,0.43243243243243246
B_to_A,source,0.48314606741573035,0.4864864864864865
B_to_A,source,0.4943820224719101,0.4864864864864865
B_to_A,source,0.4943820224719101,0.5135135135135135
B_to_A,source,0.550561797752809,0.5135135135135135
B_to_A,source,0.550561797752809,0.5405405405405406
B_to_A,source,0.5617977528089888,0.5405405405405406
B_to_A,source,0.5617977528089888,0.581081081081081
B_to_A,source,0.5842696629213483,0.581081081081081
B_to_A,source,0.5842696629213483,0.5945945945945946
B_to_A,source,0.6067415730337079,0.5945945945945946
B_to_A,source,0.6067415730337079,0.6351351351351351
B_to_A,source,0.6179775280898876,0.6351351351351351
B_to_A,source,0.6179775280898876,0.6486486486486487
B_to_A,source,0.6404494382022472,0.6486486486486487
B_to_A,source,0.6404494382022472,0.6621621621621622
B_to_A,source,0.6741573033707865,0.6621621621621622
B_to_A,source,0.6741573033707865,0.7027027027027027
B_to_A,source,0.6853932584269663,0.7027027027027027
B_to_A,source,0.6853932584269663,0.7162162162162162
B_to_A,source,0.7078651685393258,0.7162162162162162
B_to_A,source,0.7078651685393258,0.7432432432432432
B_to_A,source,0.7303370786516854,0.7432432432432432
B_to_A,source,0.7303370786516854,0.7837837837837838
B_to_A,source,0.7415730337078652,0.7837837837837838
B_to_A,source,0.7415730337078652,0.7972972972972973
B_to_A,source,0.7640449438202247,0.7972972972972973
B_to_A,source,0.7640449438202247,0.8108108108108109
B_to_A,source,0.7865168539325843,0.8108108108108109
B_to_A,source,0.7865168539325843,0.8243243243243243
B_to_A,source,0.8089887640449438,0.8243243243243243
B_to_A,source,0.8089887640449438,0.8378378378378378
B_to_A,source,0.8539325842696629,0.8378378378378378
B_to_A,source,0.8539325842696629,0.8648648648648649
B_to_A,source,0.8651685393258427,0.8648648648648649
B_to_A,source,0.8651685393258427,0.8918918918918919
B_to_A,source,0.898876404494382,0.8918918918918919
B_to_A,source,0.898876404494382,0.9054054054054054
B_to_A,source,0.9325842696629213,0.9054054054054054
B_to_A,source,0.9325842696629213,0.918918918918919
B_to_A,source,0.9438202247191011,0.918918918918919
B_to_A,source,0.9438202247191011,0.9594594594594594
B_to_A,source,0.9550561797752809,0.9594594594594594
B_to_A,source,0.9550561797752809,1.0
B_to_A,source,1.0,1.0
B_to_A,scalp,0.0,0.0
B_to_A,scalp,0.011235955056179775,0.0
