task,direction,channel,time_s,train_observed,heldout_observed,fitted
1,1,F3,-0.09375,0.47567364373522386,-0.34745645303011413,0.0
1,1,F3,-0.08984375,1.2344899026281617,0.3233863484637868,0.0
1,1,F3,-0.0859375,1.5450472720010604,1.0778681447806577,0.0
1,1,F3,-0.08203125,1.598352998229496,1.7458302448716327,0.0
1,1,F3,-0.078125,1.0969395176810146,1.942327615818753,0.0
1,1,F3,-0.07421875,0.39630588534904765,1.8837927311047236,0.0
1,1,F3,-0.0703125,-0.23658368686074463,1.3663729404733471,0.0
1,1,F3,-0.06640625,-0.8078342400828822,0.6686761848129223,0.0
1,1,F3,-0.0625,-0.9085171605331486,0.10305082896456655,0.0
1,1,F3,-0.05859375,-0.8312579342021885,-0.407815283319664,0.0
1,1,F3,-0.0546875,-0.667736127345144,-0.6508828727453694,0.0
1,1,F3,-0.05078125,-0.5009354813254036,-0.8008769767705599,0.0
1,1,F3,-0.046875,-0.5075857280901189,-0.8773503275145111,0.0
1,1,F3,-0.04296875,-0.6423596585525775,-0.9726091039045675,0.0
1,1,F3,-0.0390625,-1.0599846919757656,-1.264449710108469,0.0
1,1,F3,-0.03515625,-1.6092878801116082,-1.641963245042722,0.0
1,1,F3,-0.03125,-2.306916599709582,-2.3042856603369,0.0
1,1,F3,-0.02734375,-3.015056618296566,-3.0188741049485275,0.0
1,1,F3,-0.0234375,-3.569386427290538,-3.569027451369377,0.0
1,1,F3,-0.01953125,-3.9937680171954186,-4.000833945841612,0.0
1,1,F3,-0.015625,-4.073831372441831,-4.087011197650167,0.0
1,1,F3,-0.01171875,-3.993857015166123,-4.011290625224626,0.0
1,1,F3,-0.0078125,-3.7666236778116096,-3.8156943922788273,0.0
1,1,F3,-0.00390625,-3.480193466151838,-3.5536043795618104,0.0
1,1,F3,0.0,-3.4099757516931253,-3.4645754145748744,0.0
1,1,F3,0.00390625,-3.3924205404411523,-3.4198769292528626,-0.012362660257029347
1,1,F3,0.0078125,-3.424775374346714,-3.3015034982264617,-0.04862852182715
1,1,F3,0.01171875,-3.4241772675122277,-3.19269093438313,-0.1076371246336501
1,1,F3,0.015625,-3.3272206365419423,-3.0679317733558555,-0.18826564581311298
1,1,F3,0.01953125,-3.136563036907573,-3.004418479068213,-0.2894285728375342
1,1,F3,0.0234375,-2.53217542113948,-3.0779324415620026,-0.4100772609938172
1,1,F3,0.02734375,-1.830956223751154,-3.250859577368847,-0.5491993925415506
1,1,F3,0.03125,-1.2417400863232981,-3.75401870841697,-0.7058183531993868
1,1,F3,0.03515625,-0.7912154954691528,-4.3317815236914505,-0.8769394946026887
1,1,F3,0.0390625,-0.7252723241089473,-4.853433185881043,-1.060970034486908
1,1,F3,0.04296875,-0.8791118906875002,-5.3004008988785145,-1.2571555441782651
1,1,F3,0.046875,-1.354343622050068,-5.245509511867181,-1.4647701301118954
1,1,F3,0.05078125,-1.9531574825642042,-5.031367319692073,-1.6831157123038116
1,1,F3,0.0546875,-2.3910638134947906,-4.823845018375283,-1.9115212804371131
1,1,F3,0.05859375,-2.7409324018466594,-4.661416530469584,-2.149342134339164
1,1,F3,0.0625,-2.9305653326764216,-4.831690027490901,-2.395959114748431
1,1,F3,0.06640625,-3.0133994551219407,-5.142765841468798,-2.6507778294780397
1,1,F3,0.0703125,-2.9115116978903295,-5.685763863600914,-2.9132278793722026
1,1,F3,0.07421875,-2.760298969549972,-6.285926307687357,-3.182762087815696
1,1,F3,0.078125,-2.633210854827528,-6.661916490895278,-3.4588557369895474
1,1,F3,0.08203125,-2.5814960073598128,-6.921878804708129,-3.741005813562484
1,1,F3,0.0859375,-2.7902636154290987,-6.993212696609735,-4.028730266061704
1,1,F3,0.08984375,-3.1600666285843033,-6.948972499125779,-4.321567275773122
1,1,F3,0.09375,-3.7573208504159314,-6.840540460636197,-4.619074542675172
1,1,F3,0.09765625,-4.474626958439538,-6.698249862539454,-4.9208285876070414
1,1,F3,0.1015625,-5.229486357283411,-6.486284115282588,-5.226424071607369
1,1,F3,0.10546875,-6.001663992494441,-6.293357753214512,-5.535473133129076
1,1,F3,0.109375,-6.6949117318904205,-6.272154038771923,-5.847604743636296
1,1,F3,0.11328125,-7.339710266834525,-6.345080074187197,-6.162464081917104
1,1,F3,0.1171875,-7.908660784224185,-6.615613318059789,-6.4797119272977355
1,1,F3,0.12109375,-8.421805164225324,-6.962947988481365,-6.799024071817505
1,1,F3,0.125,-8.884023888482522,-7.351210121159865,-7.120090751316247
1,1,F3,0.12890625,-9.274706021612355,-7.748050319503485,-7.442616095295323
1,1,F3,0.1328125,-9.70228177076003,-7.912312037866871,-7.766317595337407
1,1,F3,0.13671875,-10.0559411753063,-8.027672553793426,-8.090925591807144
1,1,F3,0.140625,-10.163663233229146,-8.145383143650857,-8.416182778503142
1,1,F3,0.14453125,-10.14438620283843,-8.324789600557615,-8.741843724889817
1,1,F3,0.1484375,-9.874302637053535,-8.714481304865517,-9.067674415504413
1,1,F3,0.15234375,-9.510496552228059,-9.23244799903685,-9.393451806108589
1,1,F3,0.15625,-9.326847570884972,-10.032972292730642,-9.718963396134585
1,1,F3,0.16015625,-9.16820222015122,-10.900503920383235,-10.044006816962094
1,1,F3,0.1640625,-9.111835686746858,-11.780638731374964,-10.368389435552736
1,1,F3,0.16796875,-9.042965877757958,-12.55940140316064,-10.69192797296409
1,1,F3,0.171875,-8.726681319084097,-12.88658870953841,-11.014448137263406
1,1,F3,0.17578125,-8.33438362029878,-12.986463613601115,-11.33578427036251
1,1,F3,0.1796875,-7.72422666332855,-12.70529123416549,-11.655779008299042
1,1,F3,0.18359375,-7.133161668769224,-12.310253264926668,-11.974282954494953
1,1,F3,0.1875,-6.837473155855442,-12.076970473112695,-12.291154365530518
1,1,F3,0.19140625,-6.759681086116948,-11.959844302250922,-12.606258848980954
1,1,F3,0.1953125,-7.151316300615349,-12.26249304400211,-12.919469072872605
1,1,F3,0.19921875,-7.7841924032966725,-12.741343926293993,-13.230664486326333
1,1,F3,0.203125,-8.576629859202903,-13.347638755947829,-13.539731050967237
1,1,F3,0.20703125,-9.429725142904987,-13.972228262856767,-13.84656098269165
1,1,F3,0.2109375,-10.204984232829426,-14.404663482201872,-14.151052503394585
1,1,F3,0.21484375,-10.878553353417669,-14.725791993456644,-14.453109602273397
1,1,F3,0.21875,-11.299618044259713,-14.738905056056183,-14.752641806335745
1,1,F3,0.22265625,-11.547658203430094,-14.624069795099802,-15.049563959752797
1,1,F3,0.2265625,-11.491808654497456,-14.57714250023862,-15.343796011710918
1,1,F3,0.23046875,-11.30107487573699,-14.54387855138951,-15.635262812427625
1,1,F3,0.234375,-11.071069866386692,-14.548377398354797,-15.923893917009806
1,1,F3,0.23828125,-10.84711123489827,-14.612130522815537,-16.209623396844144
1,1,F3,0.2421875,-10.873304782990626,-14.68242280204791,-16.492389658221576
1,1,F3,0.24609375,-10.989513462614836,-14.79778822714824,-16.772135267908947
1,1,F3,0.25,-11.242142632894254,-15.231880621913295,-17.048806785392422
1,1,F3,0.25390625,-11.5022698889416,-15.713220254549432,-17.32235460152787
1,1,F3,0.2578125,-11.608749091892781,-16.154439914851903,-17.592732783344086
1,1,F3,0.26171875,-11.613743745440715,-16.495704871215377,-17.859898924755
1,1,F3,0.265625,-11.318421735545673,-16.275769369016533,-18.123814002946716
1,1,F3,0.26953125,-10.930119372095145,-15.85901545626031,-18.384442240214888
1,1,F3,0.2734375,-10.500885208985844,-15.325786410873741,-18.64175097103713
1,1,F3,0.27734375,-10.102723807530264,-14.817442016017425,-18.895710514173846
1,1,F3,0.28125,-10.082677607034746,-14.67631800689902,-19.146294049599618
1,1,F3,0.28515625,-10.190410360662332,-14.729897002624538,-19.393477500075285
1,1,F3,0.2890625,-10.418022492727392,-15.214789801026877,-19.637239417178794
1,1,F3,0.29296875,-10.639152472445282,-15.850107819417705,-19.877560871620425
1,1,F3,0.296875,-10.595047652640133,-16.366310601709717,-20.11442534767527
1,1,F3,0.30078125,-10.426288683839186,-16.784728409966092,-20.347818641572765
1,1,F3,0.3046875,-9.921860395971663,-16.969930421739754,-20.57772876368967
1,1,F3,0.30859375,-9.328697075923914,-17.002240079287464,-20.80414584439948
1,1,F3,0.3125,-8.927309811823575,-16.660839473024467,-21.027062043436977
1,1,F3,0.31640625,-8.662612812180484,-16.219013477232647,-21.246471462642987
1,1,F3,0.3203125,-8.663783168704375,-15.828387350465452,-21.462370061959483
1,1,F3,0.32421875,-8.809609540706054,-15.519586491195886,-21.67475557855094
1,1,F3,0.328125,-9.303904655874376,-15.725123581950866,-21.883627448932707
1,1,F3,0.33203125,-9.870933413168085,-16.113108713100704,-22.08898673399223
1,1,F3,0.3359375,-10.120392710394436,-16.582569075974366,-22.290836046793537
1,1,F3,0.33984375,-10.229415566358513,-17.046672001007078,-22.4891794830599
1,1,F3,0.34375,-9.983153967226126,-17.194388010240672,-22.684022554233962
1,1,F3,0.34765625,-9.640628419872264,-17.198614512161896,-22.875372123018618
1,1,F3,0.3515625,-9.3719619993625,-16.976416913055605,-23.063236341305842
1,1,F3,0.35546875,-9.184361582998672,-16.696214787542075,-23.247624590404516
1,1,F3,0.359375,-9.455967677301969,-16.455692520573212,-23.428547423481792
1,1,F3,0.36328125,-9.888411983046923,-16.319607117859388,-23.60601651013601
1,1,F3,0.3671875,-10.389501576972645,-16.50651861550449,-23.780044583022438
1,1,F3,0.37109375,-10.907051931644213,-16.894221197514717,-23.95064538645617
1,1,F3,0.375,-11.054371530419944,-17.6291965744294,-24.117833626919754
1,1,F3,0.37890625,-11.105319013510861,-18.504157450520108,-24.28162492540561
1,1,F3,0.3828125,-11.17754954214492,-19.386572993193955,-24.442035771526477
1,1,F3,0.38671875,-11.275979600143078,-20.226756917371944,-24.599083479329273
1,1,F3,0.390625,-11.676155579259097,-20.808710533262165,-24.752786144750814
1,1,F3,0.39453125,-12.162328541949318,-21.248761784826858,-24.903162604655606
1,1,F3,0.3984375,-12.644765310375517,-21.420387014237296,-25.050232397398876
1,1,F3,0.40234375,-13.116406164534673,-21.494612239021507,-25.194015724859696
1,1,F3,0.40625,-13.293036019154798,-21.615188062541673,-25.334533415891418
1,1,F3,0.41015625,-13.435034088154389,-21.80640183020229,-25.471806891138595
1,1,F3,0.4140625,-13.568783545717649,-22.148941330400454,-25.605858129171498
1,1,F3,0.41796875,-13.809892716359172,-22.62097082735592,-25.736709633891195
1,1,F3,0.421875,-14.587232812875772,-23.453159862469292,-25.86438440315996
1,1,F3,0.42578125,-15.57944271935016,-24.40192719323718,-25.988905898613318
1,1,F3,0.4296875,-16.891573049769086,-25.404639035807293,-26.110298016611964
1,1,F3,0.43359375,-18.25324118730845,-26.340672704127286,-26.22858506029311
1,1,F3,0.4375,-19.188364461146104,-26.9237227589598,-26.343791712682318
1,1,F3,0.44140625,-19.87250001072759,-27.277183091062724,-26.455943010828484
1,1,F3,0.4453125,-20.247965983332353,-27.267637910202616,-26.565064320925863
1,1,F3,0.44921875,-20.39009142923563,-27.067965113955715,-26.671181314388395
1,1,F3,0.453125,-20.23708015120386,-26.721886136077988,-26.774319944842887
1,1,F3,0.45703125,-19.934847415051618,-26.33995694639832,-26.87450642600878
1,1,F3,0.4609375,-19.568038977329778,-26.15002924082011,-26.971767210433395
1,1,F3,0.46484375,-19.19504616168609,-26.06311081212463,-27.066128969052773
1,1,F3,0.46875,-19.02105739819386,-26.272495967633553,-27.157618571549122
1,1,F3,0.47265625,-18.985007748093032,-26.59923552922431,-27.246263067477148
1,1,F3,0.4765625,-19.011082913864346,-26.848620140532226,-27.332089668132287
1,1,F3,0.48046875,-19.152244709849164,-27.078217824904986,-27.41512572913506
1,1,F3,0.484375,-19.647172718190262,-27.16995031120157,-27.495398733706477
1,1,F3,0.48828125,-20.24227744600213,-27.220695895562933,-27.572936276610513
1,1,F3,0.4921875,-20.96690800832091,-27.280687693233286,-27.64776604874027
1,1,F3,0.49609375,-21.642933589775975,-27.365104083048273,-27.719915822325557
1,1,F3,0.5,-21.759903609369356,-27.533434737466926,-27.789413436740084
1,1,F3,0.50390625,-21.649656219952476,-27.75863230149059,-27.85628678488759
1,1,F3,0.5078125,-21.253141489836345,-28.10006889943969,-27.920563800146518
1,1,F3,0.51171875,-20.7694139222589,-28.47990835369799,-27.982272443854026
1,1,F3,0.515625,-20.6005512324972,-28.892981878944845,-28.041440693310307
1,1,F3,0.51953125,-20.529500761437113,-29.283344915848115,-28.098096530285353
1,1,F3,0.5234375,-20.728282844929282,-29.524017579459972,-28.15226793001044
1,1,F3,0.52734375,-20.987589463303273,-29.672955997081136,-28.203982850637537
1,1,F3,0.53125,-20.926876517303402,-29.69818975243393,-28.253269223150347
1,1,F3,0.53515625,-20.78746576479515,-29.62503680774198,-28.300154941711156
1,1,F3,0.5390625,-20.429600755078813,-29.555482733608155,-28.344667854428216
1,1,F3,0.54296875,-20.069906314221882,-29.41344761322788,-28.386835754529216
1,1,F3,0.546875,-20.13151842084623,-29.119503170148135,-28.42668637192628
1,1,F3,0.55078125,-20.375801729286042,-28.719389359686797,-28.464247365159085
1,1,F3,0.5546875,-20.87976290977804,-28.156309186952598,-28.499546313702634
1,1,F3,0.55859375,-21.481678714136702,-27.51318961875627,-28.532610710627033
1,1,F3,0.5625,-21.96573857123146,-26.835174502632256,-28.563467955596828
1,1,F3,0.56640625,-22.385442337461097,-26.135393298934098,-28.592145348197892
1,1,F3,0.5703125,-22.63198542335608,-25.559630957061906,-28.61867008158053
1,1,F3,0.57421875,-22.788931630919997,-25.014612917012432,-28.643069236407342
1,1,F3,0.578125,-22.83912650541276,-24.406444232313586,-28.665369775095304
1,1,F3,0.58203125,-22.868027359994915,-23.76400440533429,-28.685598536341566
1,1,F3,0.5859375,-22.91283429196041,-23.14441374603098,-28.703782229922833
1,1,F3,0.58984375,-23.030627998171813,-22.47593788913382,-28.719947431758705
1,1,F3,0.59375,-23.359404889189364,-21.808615744859498,-28.734120579229494
1,1,F3,0.59765625,-23.80057253975932,-21.05185943743715,-28.746327966739457
1,1,F3,0.6015625,-24.561084102433895,-20.002267753294866,-28.756595741516666
1,1,F3,0.60546875,-25.379506990884973,-18.80688398490043,-28.76494989964094
1,1,F3,0.609375,-26.009688294803006,-17.353161189083835,-28.771416282291806
1,1,F3,0.61328125,-26.4902079430005,-15.830263116607684,-28.776020572208328
1,1,F3,0.6171875,-26.580995963922373,-14.501249084413951,-28.778788290353305
1,1,F3,0.62109375,-26.482402312437262,-13.279696699652776,-28.7797447927744
1,1,F3,0.625,-26.217888331139203,-12.277364352745794,-28.778915267654916
1,1,F3,0.62890625,-25.878962254042122,-11.41293082019514,-28.776324732547405
1,1,F3,0.6328125,-25.723753854250717,-10.592995135393812,-28.771998031783415
1,1,F3,0.63671875,-25.621965214399644,-9.873098815296474,-28.765959834052808
1,1,F3,0.640625,-25.57508598119601,-9.211242364448811,-28.758234630146504
1,1,F3,0.64453125,-25.543018051173284,-8.657565289513613,-28.748846730856474
1,1,F3,0.6484375,-25.463309647685698,-8.335083717787047,-28.73782026502726
1,1,F3,0.65234375,-25.353444452882982,-8.140438731577955,-28.725179177753297
1,1,F3,0.65625,-25.167363338372564,-8.129281864380808,-28.710947228716584
1,1,F3,0.66015625,-24.93550060866919,-8.169117615285938,-28.695147990659407
1,1,F3,0.6640625,-24.703634557752206,-8.136629800468134,-28.677804847987055
1,1,F3,0.66796875,-24.460567731012937,-8.053855557927319,-28.658940995495527
1,1,F3,0.671875,-24.13523307509121,-7.669061071242198,-28.63857943721954
1,1,F3,0.67578125,-23.80042127044565,-7.232909579355519,-28.616742985396126
1,1,F3,0.6796875,-23.539208968715595,-6.771266081213563,-28.593454259539467
1,1,F3,0.68359375,-23.31014816189664,-6.411830335680729,-28.568735685622535
1,1,F3,0.6875,-23.193065255263374,-6.5613646952122755,-28.542609495361543
1,1,F3,0.69140625,-23.096271372868927,-6.940494237158968,-28.515097725599013
1,1,F3,0.6953125,-22.944952188346328,-7.675360876143647,-28.48622221778163
1,1,F3,0.69921875,-22.73878917596233,-8.508919200669123,-28.45600461752919
1,1,F3,0.703125,-22.4104351733929,-9.039069785704388,-28.424466374290912
1,1,F3,0.70703125,-21.977857410770856,-9.419789355337087,-28.391628741085682
1,1,F3,0.7109375,-21.478001951971372,-9.495073201426738,-28.3575127743227
1,1,F3,0.71484375,-20.876764656062477,-9.41942187004261,-28.322139333699518
1,1,F3,0.71875,-20.090390923675503,-9.306698063106571,-28.285529082173976
1,1,F3,0.72265625,-19.183558230253098,-9.178434954009676,-28.24770248600718
1,1,F3,0.7265625,-18.163691458332266,-9.076341857488403,-28.208679814874557
1,1,F3,0.73046875,-17.04492906825457,-9.018502649929442,-28.168481142042083
1,1,F3,0.734375,-15.948736702865546,-9.172633548622192,-28.127126344604836
1,1,F3,0.73828125,-14.801937398907162,-9.449947401066694,-28.084635103785438
1,1,F3,0.7421875,-13.45955408989256,-9.673854273859389,-28.04102690528959
1,1,F3,0.74609375,-12.058311940677747,-9.965782192780251,-27.996321039716314
1,1,F3,0.75,-10.564856387038406,-10.486676854844426,-27.950536603020474
1,1,F3,0.75390625,-9.110897208080111,-11.101365423375736,-27.90369249702529
1,1,F3,0.7578125,-7.884162077271806,-11.938924691309609,-27.85580742998257
1,1,F3,0.76171875,-6.826814377781512,-12.775298661994015,-27.806899917178477
1,1,F3,0.765625,-6.095876217772303,-13.391073009074258,-27.756988281582785
1,1,F3,0.76953125,-5.578182038906944,-13.82556610034679,-27.706090654539615
1,1,F3,0.7734375,-5.101220042950914,-13.772892457335242,-27.65422497649763
1,1,F3,0.77734375,-4.737515393306508,-13.503929040507611,-27.601408997777888
1,1,F3,0.78125,-4.622467563779024,-13.077757788352853,-27.54766027937751
1,1,F3,0.78515625,-4.599543147822387,-12.631115194954386,-27.49299619380738
1,1,F3,0.7890625,-4.68446054713175,-12.40078683236945,-27.43743392596224
1,1,F3,0.79296875,-4.821463860012657,-12.253223999222834,-27.3809904740215
1,1,F3,0.796875,-4.4934357967720215,-12.649521264077022,-27.323682650379283
1,1,F3,0.80078125,-4.051694268024607,-13.17608896623668,-27.265527082601963
1,1,Fz,-0.19921875,0.43517019601660456,-3.9336953663545495,0.0
1,1,Fz,-0.1953125,0.8860124365099572,-3.56606393669664,0.0
1,1,Fz,-0.19140625,1.5017569591985298,-3.0063843327276025,0.0
1,1,Fz,-0.1875,1.7894378487562403,-2.311355517993217,0.0
1,1,Fz,-0.18359375,1.9427953126715474,-1.5861849252609566,0.0
1,1,Fz,-0.1796875,1.8096740226427286,-0.9759924827035825,0.0
1,1,Fz,-0.17578125,1.5617647984372496,-0.477015387077028,0.0
1,1,Fz,-0.171875,1.269137537605402,-0.2865242516617151,0.0
1,1,Fz,-0.16796875,0.9902811910258342,-0.2920532678491747,0.0
1,1,Fz,-0.1640625,0.9882024773590459,-0.38544270412885223,0.0
1,1,Fz,-0.16015625,1.0930594879692541,-0.5915741206545764,0.0
1,1,Fz,-0.15625,1.3275181882733484,-1.0428650483424693,0.0
1,1,Fz,-0.15234375,1.5723222699141537,-1.5808550940548287,0.0
1,1,Fz,-0.1484375,1.7156528795295345,-2.0990629764339714,0.0
1,1,Fz,-0.14453125,1.769750930850197,-2.5926696530877393,0.0
1,1,Fz,-0.140625,1.472682368174909,-2.853313478368093,0.0
1,1,Fz,-0.13671875,1.0414889371894493,-3.0159528680311807,0.0
1,1,Fz,-0.1328125,0.6247557890417955,-3.1960898943998406,0.0
1,1,Fz,-0.12890625,0.2041450453757962,-3.345903322560455,0.0
1,1,Fz,-0.125,-0.051021928159637436,-3.492600738014464,0.0
1,1,Fz,-0.12109375,-0.2398476228401235,-3.579419272738003,0.0
1,1,Fz,-0.1171875,-0.4826343019817135,-3.665689519117644,0.0
1,1,Fz,-0.11328125,-0.6976402970519654,-3.650727559830787,0.0
1,1,Fz,-0.109375,-0.8792978750324466,-3.348830611444843,0.0
1,1,Fz,-0.10546875,-0.9973793120527402,-2.856572000813205,0.0
1,1,Fz,-0.1015625,-0.9586358284173014,-2.1286718682344734,0.0
1,1,Fz,-0.09765625,-0.8530820373581954,-1.2655510296413661,0.0
1,1,Fz,-0.09375,-0.5587404188044911,-0.26781278987384366,0.0
1,1,Fz,-0.08984375,-0.2575728253463612,0.7438098798063733,0.0
1,1,Fz,-0.0859375,-0.16484155226890962,1.6716789882934948,0.0
1,1,Fz,-0.08203125,-0.18625573591961442,2.4764459597121733,0.0
1,1,Fz,-0.078125,-0.5896005694348437,2.9492928233796447,0.0
1,1,Fz,-0.07421875,-1.0917708786449352,3.233643968761504,0.0
1,1,Fz,-0.0703125,-1.4841736672625208,3.227143899550129,0.0
1,1,Fz,-0.06640625,-1.7827173295526435,3.104346481045333,0.0
1,1,Fz,-0.0625,-1.6805233438556888,3.081185046162548,0.0
1,1,Fz,-0.05859375,-1.4151610647099988,3.0864251664218516,0.0
1,1,Fz,-0.0546875,-1.0445727743731157,3.3076120614989684,0.0
1,1,Fz,-0.05078125,-0.6506329616744858,3.5584927941847284,0.0
1,1,Fz,-0.046875,-0.45418933963117925,3.773570165087928,0.0
1,1,Fz,-0.04296875,-0.36149512832527675,3.898774371319988,0.0
1,1,Fz,-0.0390625,-0.42471315934126297,3.7120562370166583,0.0
1,1,Fz,-0.03515625,-0.5615198275450461,3.3932415893479764,0.0
1,1,Fz,-0.03125,-0.7817348480006682,2.7559746372946052,0.0
1,1,Fz,-0.02734375,-1.0019035785011716,2.064547600903571,0.0
1,1,Fz,-0.0234375,-1.0824917885959724,1.63698795140378,0.0
1,1,Fz,-0.01953125,-1.0892577275431465,1.377109061213161,0.0
1,1,Fz,-0.015625,-0.8816650931234609,1.4920295740308984,0.0
1,1,Fz,-0.01171875,-0.615481019180553,1.793040944763226,0.0
1,1,Fz,-0.0078125,-0.4131604114396642,2.2582106047597525,0.0
1,1,Fz,-0.00390625,-0.26189443057250833,2.7992542121369324,0.0
1,1,Fz,0.0,-0.32881225615721293,3.077411256545665,0.0
1,1,Fz,0.00390625,-0.46333348961074877,3.2939001289347742,0.000621912580820391
1,1,Fz,0.0078125,-0.7011768094183543,3.560226117885771,0.0024576027855626736
1,1,Fz,0.01171875,-0.9038506571084275,3.8415471609445704,0.005470513977878981
1,1,Fz,0.015625,-0.8640417255269958,4.237264815640458,0.009624831664518418
1,1,Fz,0.01953125,-0.6733754258194142,4.635152024583732,0.014885505455803139
1,1,Fz,0.0234375,-0.10439449287907374,5.05726172077991,0.02121826488096373
1,1,Fz,0.02734375,0.5639198686207579,5.44650322376238,0.028589629810691262
1,1,Fz,0.03125,1.2501976326551114,5.451491015850862,0.03696691617265415
1,1,Fz,0.03515625,1.8213307326503771,5.360280773925162,0.04733462507008155
1,1,Fz,0.0390625,1.885363271575668,5.336359679522074,0.06000191849854437
1,1,Fz,0.04296875,1.6717964268655936,5.361787229075914,0.07488057437928734
1,1,Fz,0.046875,0.99931185434633,5.768808677741939,0.09188511828814154
1,1,Fz,0.05078125,0.18748300683274885,6.270669720393314,0.11093275072923474
1,1,Fz,0.0546875,-0.5226320935161284,6.753840578525237,0.13194327458073624
1,1,Fz,0.05859375,-1.0980441410969919,7.170614348335805,0.15483902296986904
1,1,Fz,0.0625,-1.103591821130301,7.169803904555671,0.17954478779873695
1,1,Fz,0.06640625,-0.841753898524216,7.002618803051972,0.2059877491102782
1,1,Fz,0.0703125,-0.34573956757716784,6.721021164540746,0.23409740545466304
1,1,Fz,0.07421875,0.2355077269683254,6.419927935330685,0.26380550539048475
1,1,Fz,0.078125,0.702529998374078,6.279931476801074,0.295045980231928
1,1,Fz,0.08203125,1.0533394326448167,6.252086914725093,0.3277548781325115
1,1,Fz,0.0859375,1.0866608498200607,6.467388061170033,0.3618702995777785
1,1,Fz,0.08984375,0.9332504211117572,6.8138457164013575,0.39733233434324033
1,1,Fz,0.09375,0.5624436672507125,7.2592926699951255,0.43408299995975935
1,1,Fz,0.09765625,0.05639724946437624,7.743761990109472,0.4720661817162103
1,1,Fz,0.1015625,-0.4091209667266523,8.2233568225144,0.5112275742184991
1,1,Fz,0.10546875,-0.8973085792954507,8.665076344172979,0.5515146245146869
1,1,Fz,0.109375,-1.4816381310249631,8.917076994072717,0.5928764767879156
1,1,Fz,0.11328125,-2.0878529073733425,9.108123679784466,0.6352639186119159
1,1,Fz,0.1171875,-2.6413335258334913,9.106951611035056,0.6786293287579828
1,1,Fz,0.12109375,-3.1479947818090803,9.067928864241392,0.722926626537302
1,1,Fz,0.125,-3.6105451467074663,9.260027272560347,0.7681112226583118
1,1,Fz,0.12890625,-3.9913342339197166,9.495645213826721,0.8141399715752817
1,1,Fz,0.1328125,-4.2677815582807455,9.947993915371516,0.8609711253014121
1,1,Fz,0.13671875,-4.429655308320073,10.387882332249992,0.908564288657417
1,1,Fz,0.140625,-4.373257111107351,10.505132335446985,0.9568803759246928
1,1,Fz,0.14453125,-4.1926963786064695,10.431086671157045,1.005881568870727
1,1,Fz,0.1484375,-3.8775495323984845,9.991679149393821,1.0555312761133124
1,1,Fz,0.15234375,-3.4829187104176405,9.383970381234201,1.1057940937893582
1,1,Fz,0.15625,-3.198079278210454,8.72873752788565,1.1566357674935903
1,1,Fz,0.16015625,-2.880309456096117,8.118056534204662,1.208023155452154
1,1,Fz,0.1640625,-2.5521465600520865,7.544708453544788,1.2599241928960676
1,1,Fz,0.16796875,-2.149927445232402,7.133783584146089,1.31230785759957
1,1,Fz,0.171875,-1.3668311047625985,7.33942893795642,1.365144136548649
1,1,Fz,0.17578125,-0.479112403383426,7.837910809420951,1.4184039937054012
1,1,Fz,0.1796875,0.531361175460932,8.61799471723308,1.4720593388343355
1,1,Fz,0.18359375,1.4716834688449212,9.500044034429116,1.526082997357288
1,1,Fz,0.1875,1.9486203262401784,10.221225667350973,1.5804486812042242
1,1,Fz,0.19140625,2.143893178858994,10.845452609778956,1.6351309606278845
1,1,Fz,0.1953125,1.910593255754772,11.103768326126964,1.6901052369509437
1,1,Fz,0.19921875,1.4451951854347909,11.210936563758818,1.7453477162150979
1,1,Fz,0.203125,0.8730151485319534,11.31390674979958,1.800835383702278
1,1,Fz,0.20703125,0.26377777853601425,11.409294850483011,1.8565459792989683
1,1,Fz,0.2109375,-0.27226304684928937,11.591923228968929,1.912457973675426
1,1,Fz,0.21484375,-0.7104367313537399,11.80989389097104,1.9685505452523846
1,1,Fz,0.21875,-0.8634609578984366,12.175731474877775,2.0248035579286636
1,1,Fz,0.22265625,-0.8538156488134397,12.583380694459535,2.0811975395438744
1,1,Fz,0.2265625,-0.6223712031596199,12.836385183563097,2.13771366105125
1,1,Fz,0.23046875,-0.3049151138808935,13.039856403858945,2.1943337163763816
1,1,Fz,0.234375,0.005976713640855963,13.255714363637258,2.2510401029384504
1,1,Fz,0.23828125,0.2828029512571919,13.434211074632971,2.30781580281129
1,1,Fz,0.2421875,0.27123183694159836,13.673375698066794,2.3646443645023636
1,1,Fz,0.24609375,0.17205551238336778,13.899468055403043,2.4215098853284935
1,1,Fz,0.25,-0.0407016842534017,13.858920863086691,2.4783969943678574
1,1,Fz,0.25390625,-0.22171032469742286,13.774675150345168,2.5352908359685093
1,1,Fz,0.2578125,-0.12376750826909139,13.707045631909512,2.5921770537943205
1,1,Fz,0.26171875,0.1363571462010224,13.721533536576505,2.649041775389918
1,1,Fz,0.265625,0.7779241024838381,14.120414744031114,2.705871597246834
1,1,Fz,0.26953125,1.5386326592817912,14.675941677301921,2.7626535703536943
1,1,Fz,0.2734375,2.275226709864072,15.466444507728047,2.8193751862138905
1,1,Fz,0.27734375,2.945679372975733,16.297429492731236,2.8760243633147358
1,1,Fz,0.28125,3.1263364802787277,16.821443602416387,2.932589434032705
1,1,Fz,0.28515625,3.135640429007709,17.211845791047864,2.989059131959868
