index,split,y,task,左源投影,右源投影,公共源投影,左右源差,归一选择指数,左模板误差,右模板误差,最佳时间偏移
164,train,1,2,1.1243135602076495,1.2188747477779784,0.43281750409768593,-0.09456118757032894,-0.040355760948576735,90.25181237736099,90.24826453096375,0.0390625
165,train,-1,2,0.6149293992110669,0.9279275305214959,-0.32202962800898566,-0.312998131310429,-0.2028690557170638,81.89327508124677,81.89327508124677,-0.0390625
168,train,-1,2,0.28062596715207627,0.07848762595468274,0.19762609117843552,0.20213834119739355,0.5628797745272943,20.68321965004397,20.72778112136345,-0.0390625
169,train,-1,2,0.44890329848191496,1.1519200138350512,1.5445270841768748,-0.7030167153531361,-0.43915919438755846,47.91799658974541,47.3908749780381,0.0390625
170,train,1,2,0.610058617142972,1.199271385262456,0.24704673393150217,-0.5892127681194839,-0.32565228105645166,45.79962855719027,45.793524237011724,-0.0390625
172,train,1,2,1.2490280000509744,1.4933674154791365,0.48533639417613533,-0.24433941542816218,-0.08909704448433318,52.67147067443074,52.65633554800371,0.0390625
173,train,1,2,0.6196150197544067,0.2875505235821634,1.4670282102083083,0.3320644961722433,0.36604579237557183,36.53933779179892,36.884683320598064,0.0390625
175,train,-1,2,-0.3454025774999809,-0.055307016397006366,-0.41512979441764336,-0.2900955611029745,-0.7239528116333029,42.853575786630564,42.853575786630564,0.0
176,train,-1,2,0.7856901209387682,1.6443812561527278,0.7822204101586002,-0.8586911352139596,-0.3533603127663668,50.86395003657072,50.65108153521299,0.0390625
177,train,1,2,0.3991576813987023,0.08297699926775293,2.441670986386251,0.31618068213094935,0.6557919166942663,69.03737516980698,69.39765876522348,0.0
178,train,-1,2,0.4539299649034703,0.220864988769989,-0.0057755901918245195,0.23306497613348132,0.345385853108218,39.05296170630666,39.05296170630666,0.0
181,train,1,2,-0.4603246348058732,-0.21156126467735148,0.5327465052452044,-0.24876337012852173,-0.37024590049285927,71.35404197036374,71.28539443454726,-0.0390625
182,train,1,2,0.7295400722372369,1.1306087078011897,2.095151107440424,-0.4010686355639528,-0.21561093620948502,50.53507132513541,50.09445709164481,0.0
183,train,-1,2,0.4448246069797148,0.15873261480876066,1.5931252436732861,0.28609199217095416,0.47400893872872907,41.07368936749988,41.412776728702724,0.0
184,train,1,2,1.8847377442288995,2.8904168213823205,2.5987086654217806,-1.005679077153421,-0.21060655790900795,64.75733038869808,63.909281402597344,0.0390625
186,train,-1,2,-0.09662859017474495,0.2460310235398629,3.5894042497478225,-0.34265961371460785,-0.999997081660512,103.75762207426429,103.4112771066715,0.0
187,train,1,2,-0.8106865914355935,-3.895895084491553,2.703449520541598,3.08520849305596,0.655509252782478,155.02390311978155,156.8153074607936,0.0390625
188,train,-1,2,1.0964937805718997,2.2229649338048687,1.950289422333924,-1.126471153232969,-0.3393537654197635,58.40033170142114,57.60222681045347,0.0390625
189,train,-1,2,-2.1606179228520292,-1.3214489913300111,2.4229211770234222,-0.8391689315220181,-0.24099729017466454,119.71139138226103,119.10158432738044,0.0
190,train,-1,2,0.19441865023361982,0.27242112746419667,-0.0141503699883038,-0.07800247723057685,-0.16708582659646634,21.2930301519406,21.2930301519406,0.0
191,train,-1,2,-0.5456057569458244,0.6929578052881651,0.20376043695622417,-1.2385635622339894,-0.9999991926137479,73.55615078669469,73.45744841783608,-0.0390625
192,train,1,2,0.448576269059459,0.8678320449644631,1.314546498759319,-0.41925577590500407,-0.3184843585035477,39.75139491373961,39.42908073070753,0.0390625
193,train,-1,2,2.8902878579103115,5.595030928045731,-2.8484471279039316,-2.70474307013542,-0.31875558474673044,444.6340690593846,444.6340690593846,0.0
194,train,-1,2,2.0842742257060602,2.41631433522797,0.4633763342209262,-0.3320401095219099,-0.07377702521555862,100.00905417422729,100.00199679427071,-0.0390625
195,train,-1,2,-0.18958296030771155,0.06226345988450965,0.9083789696215537,-0.2518464201922212,-0.9999960293418959,53.421274803990954,53.289632209609,-0.0390625
196,train,-1,2,0.3375889079612786,0.44504328920716824,0.4216273919051514,-0.10745438124588963,-0.13729852200834017,37.92544229312355,37.89612054455004,-0.0390625
197,train,-1,2,2.358383726224347,2.8691947950625045,0.031741110454327766,-0.5108110688381573,-0.0977146434134804,120.51101126009873,120.51101126009873,-0.0390625
198,train,-1,2,0.0863805215519771,0.717418942409153,0.2726306324593441,-0.631038420857176,-0.7850684954166579,41.11418578535691,41.03176476876008,-0.0390625
199,train,-1,2,0.12812246437768565,-0.2134903282945985,2.191086713570798,0.34161279267228417,0.9999970727177256,59.71091533330825,60.12314118803994,0.0
