scheme,alpha,size,family,parameter,balanced_accuracy,accuracy,auc,score_std
erp,0.0,8,logistic,0.01,0.49522058823529413,0.49167108284755345,0.5577614379084967,0.07552559966862658
erp,0.0,8,logistic,0.1,0.4857843137254902,0.48398840016487077,0.5383450046685341,0.04232562360356586
erp,0.0,8,logistic,1.0,0.5112920168067228,0.5131881881881881,0.5311437908496732,0.0406194408979188
erp,0.0,8,logistic,10.0,0.5032212885154062,0.5095845845845846,0.5086391223155928,0.03505525115044262
erp,0.0,8,svm,0.01,0.47060574229691876,0.4698787022316434,0.5379470121381886,0.04596855345299999
erp,0.0,8,svm,0.1,0.484593837535014,0.48654536889831007,0.5198704481792717,0.044035537837223186
erp,0.0,8,svm,1.0,0.4996498599439776,0.5028278278278279,0.5000455182072829,0.043304686466732197
erp,0.0,8,svm,10.0,0.4996498599439776,0.5037537537537538,0.5037359943977591,0.051147205307061704
erp,0.0,8,lda,0.1,0.484593837535014,0.48594918447859625,0.5231057422969188,0.056161504493837
erp,0.0,8,lda,0.5,0.47685574229691874,0.47663545898840015,0.5516806722689076,0.048652906787442544
erp,0.0,8,lda,0.9,0.5139705882352941,0.5093181416710828,0.555280112044818,0.0525928080654343
erp,0.0,15,logistic,0.01,0.5182598039215687,0.5125920037684744,0.5641865079365079,0.058268590149197365
erp,0.0,15,logistic,0.1,0.46227240896358546,0.4600232585526703,0.5377100840336134,0.04509272427664519
erp,0.0,15,logistic,1.0,0.4741771708683473,0.4757095330624742,0.49299136321195147,0.03439011747457549
erp,0.0,15,logistic,10.0,0.4469712885154062,0.45118500853794974,0.46642390289449115,0.06609910740354151
erp,0.0,15,svm,0.01,0.47060574229691876,0.46835659188600365,0.5343020541549954,0.04084165754356901
erp,0.0,15,svm,0.1,0.49403011204481795,0.49422805158099276,0.49279761904761904,0.06253051456361788
erp,0.0,15,svm,1.0,0.4479516806722689,0.4527615851145263,0.46604925303454714,0.08378295512048739
erp,0.0,15,svm,10.0,0.47197128851540615,0.4755343578872991,0.47072595704948644,0.07730611137994052
erp,0.0,15,lda,0.1,0.5002801120448179,0.5000588824118236,0.4952415966386554,0.05096259347008162
erp,0.0,15,lda,0.5,0.46852240896358543,0.4673761997291409,0.5459488795518207,0.03728036397432783
erp,0.0,15,lda,0.9,0.5405812324929972,0.5375920037684744,0.5660119047619048,0.05451564107591549
source,1e-05,6,logistic,0.01,0.5723039215686274,0.5726594241300124,0.5502275910364145,0.05212469522562674
source,1e-05,6,logistic,0.1,0.5070028011204482,0.5118118118118118,0.5648564425770308,0.08953401880367792
source,1e-05,6,logistic,1.0,0.5206057422969188,0.5253253253253253,0.5592191876750701,0.07533391938449299
source,1e-05,6,logistic,10.0,0.525280112044818,0.5308897132426544,0.5448190943043885,0.08892711900226702
source,1e-05,6,svm,0.01,0.5070028011204482,0.5118118118118118,0.5619969654528478,0.08953401880367792
source,1e-05,6,svm,0.1,0.5206057422969188,0.5253253253253253,0.5543954248366013,0.07533391938449299
source,1e-05,6,svm,1.0,0.5315301120448179,0.538242654419125,0.5500980392156862,0.08032727496199663
source,1e-05,6,svm,10.0,0.5148634453781513,0.5215759877524584,0.5531372549019608,0.055127076841679314
source,1e-05,6,lda,0.1,0.5351890756302521,0.5404154154154154,0.5596078431372549,0.08797618982587327
source,1e-05,6,lda,0.5,0.5435224089635855,0.5454204204204204,0.559579831932773,0.09507071336439282
source,1e-05,6,lda,0.9,0.5806372549019607,0.5809927574633457,0.5521335200746965,0.06596188884855446
source,1e-05,12,logistic,0.01,0.5785539215686274,0.5819186833892716,0.5754330065359476,0.05402007490634709
source,1e-05,12,logistic,0.1,0.5247724089635855,0.5253797915562621,0.558032212885154,0.11706204273767153
