scheme,alpha,size,family,parameter,balanced_accuracy,accuracy,auc,score_std
source,1e-05,12,logistic,10.0,0.5017565359477124,0.49187675070028014,0.502405024509804,0.09125368989184682
source,1e-05,12,svm,0.01,0.5368624533146592,0.5284313725490196,0.5308028419701214,0.10488433904384135
source,1e-05,12,svm,0.1,0.5165134803921568,0.5079481792717087,0.515123862044818,0.09519229287242076
source,1e-05,12,svm,1.0,0.5095690359477124,0.5008053221288515,0.4995791024743231,0.1045080610419333
source,1e-05,12,svm,10.0,0.5106851073762838,0.5002100840336134,0.49433502567693743,0.08865801467651303
source,1e-05,12,lda,0.1,0.5045343137254903,0.4974439775910364,0.5100971638655463,0.06859965298356537
source,1e-05,12,lda,0.5,0.5201213818860878,0.5127450980392156,0.5348163223622783,0.10093573794264882
source,1e-05,12,lda,0.9,0.5232711834733894,0.5198879551820729,0.5343166433239963,0.09149696691997908
combined,1e-05,8,logistic,0.01,0.552561858076564,0.5405462184873949,0.5466364670868347,0.12486051946975125
combined,1e-05,8,logistic,0.1,0.5681357959850607,0.5579831932773109,0.5639078548085902,0.05431524295136709
combined,1e-05,8,logistic,1.0,0.5686814309056956,0.5635504201680672,0.5589300303454715,0.0617403709888033
combined,1e-05,8,logistic,10.0,0.5539755485527544,0.5508403361344538,0.5543614320728292,0.056344481970941045
combined,1e-05,8,svm,0.01,0.5607828548085901,0.5508403361344538,0.5727576447245565,0.060575503700853094
combined,1e-05,8,svm,0.1,0.5790980975723623,0.5724789915966386,0.565735148225957,0.0638294193422261
combined,1e-05,8,svm,1.0,0.5617880485527544,0.5591736694677871,0.5590445553221288,0.047899380776004336
combined,1e-05,8,svm,10.0,0.5629041199813258,0.5591736694677871,0.5568882761437908,0.0469941069836974
combined,1e-05,8,lda,0.1,0.5891806722689076,0.5823879551820728,0.5643958625116713,0.048152853404631255
combined,1e-05,8,lda,0.5,0.5518542833800186,0.5431022408963585,0.567000029178338,0.09381582880102826
combined,1e-05,8,lda,0.9,0.5456174136321196,0.5334033613445378,0.5486081932773109,0.12862583402517852
combined,1e-05,12,logistic,0.01,0.5560690943043884,0.5474789915966387,0.56968808356676,0.10728784594320992
combined,1e-05,12,logistic,0.1,0.5645891690009337,0.555812324929972,0.5546327906162465,0.09027346901332928
combined,1e-05,12,logistic,1.0,0.5561201563958917,0.5480742296918768,0.547735031512605,0.07550824457773844
combined,1e-05,12,logistic,10.0,0.550342845471522,0.5431022408963585,0.5363700688608777,0.05488003489258175
combined,1e-05,12,svm,0.01,0.5645891690009337,0.555812324929972,0.5596565709617181,0.09027346901332928
combined,1e-05,12,svm,0.1,0.5565797152194212,0.549264705882353,0.5556963410364145,0.0685659432198067
combined,1e-05,12,svm,1.0,0.550342845471522,0.5431022408963585,0.5346602182539683,0.05488003489258175
combined,1e-05,12,svm,10.0,0.5414142740429506,0.5347689075630252,0.5261022117180205,0.060654718057792927
combined,1e-05,12,lda,0.1,0.5733207866479926,0.5665266106442577,0.5614969946311859,0.06296998810839595
combined,1e-05,12,lda,0.5,0.5467320261437909,0.540126050420168,0.5664602299253034,0.09824380219805223
combined,1e-05,12,lda,0.9,0.5487161531279179,0.5403361344537815,0.5635941876750701,0.10684860624452952
combined,1e-05,15,logistic,0.01,0.5487161531279179,0.5403361344537815,0.5584259745564892,0.10684860624452952
combined,1e-05,15,logistic,0.1,0.5567766690009337,0.5474789915966387,0.553406570961718,0.1050767855120878
combined,1e-05,15,logistic,1.0,0.5487672152194212,0.5419117647058823,0.5454029528478058,0.052256910129195804
combined,1e-05,15,logistic,10.0,0.5077716503267974,0.5051820728291316,0.5237387663398693,0.055387671187929956
combined,1e-05,15,svm,0.01,0.5645891690009337,0.555812324929972,0.5570538632119515,0.09027346901332928
combined,1e-05,15,svm,0.1,0.5328941993464053,0.5264355742296919,0.5510547969187676,0.07021130362138134
combined,1e-05,15,svm,1.0,0.5240531629318395,0.5206582633053222,0.5316942401960785,0.04966878324674588
combined,1e-05,15,svm,10.0,0.5019432773109244,0.4980392156862745,0.5175587943510738,0.07003815140169381
combined,1e-05,15,lda,0.1,0.574436858076564,0.5659313725490196,0.5538778011204482,0.05540705357970244
combined,1e-05,15,lda,0.5,0.5467320261437909,0.540126050420168,0.5569794584500467,0.09824380219805223
combined,1e-05,15,lda,0.9,0.5476132119514473,0.5405462184873949,0.5596521942110178,0.11688640939749544
source,0.001,6,logistic,0.01,0.5211280345471522,0.513375350140056,0.49821282679738566,0.16791990603916296
source,0.001,6,logistic,0.1,0.5140099789915966,0.5052170868347339,0.497577468487395,0.12424287108147325
source,0.001,6,logistic,1.0,0.49886788048552755,0.4889355742296919,0.5069495506535948,0.10908033000631148
source,0.001,6,logistic,10.0,0.509358951914099,0.49884453781512605,0.5065804446778711,0.10166787416495875
source,0.001,6,svm,0.01,0.5148780345471522,0.5070028011204482,0.5004033905228759,0.14049427752982188
source,0.001,6,svm,0.1,0.49886788048552755,0.4889355742296919,0.5094807714752567,0.10908033000631148
source,0.001,6,svm,1.0,0.5245375233426703,0.5145308123249299,0.5080670809990663,0.11082490362652282
source,0.001,6,svm,10.0,0.5349541900093371,0.5234593837535014,0.5065432422969187,0.11610920906730603
source,0.001,6,lda,0.1,0.5159809757236228,0.5067927170868347,0.5048705940709617,0.12012942791471187
source,0.001,6,lda,0.5,0.5218224789915966,0.5141456582633053,0.4994346697012138,0.1291922614190803
source,0.001,6,lda,0.9,0.5121994631185808,0.5060224089635854,0.4966488678804855,0.15437598908796857
source,0.001,12,logistic,0.01,0.5411283263305322,0.534593837535014,0.5412362861811392,0.1153297807488215
source,0.001,12,logistic,0.1,0.5154338818860879,0.5053921568627451,0.5414799253034547,0.09806377629815648
source,0.001,12,logistic,1.0,0.5165134803921568,0.5069677871148459,0.5232354400093371,0.10607166668177156
source,0.001,12,logistic,10.0,0.4950601073762838,0.48196778711484595,0.5189228816526611,0.09074222727172777
source,0.001,12,svm,0.01,0.5154338818860879,0.5053921568627451,0.5366436157796453,0.09806377629815648
source,0.001,12,svm,0.1,0.5254420518207283,0.5143207282913165,0.5269914215686274,0.11234979372649788
source,0.001,12,svm,1.0,0.5133636788048552,0.5008053221288515,0.5219005310457516,0.10457714985149803
source,0.001,12,svm,10.0,0.5133636788048552,0.5008053221288515,0.5224986869747898,0.10457714985149803
source,0.001,12,lda,0.1,0.5134628851540617,0.5038165266106442,0.5314885329131653,0.09870415574831658
source,0.001,12,lda,0.5,0.5216838818860878,0.5127450980392156,0.5399517098506069,0.10546404939233843
source,0.001,12,lda,0.9,0.5411283263305322,0.534593837535014,0.5405666433239963,0.1153297807488215
combined,0.001,8,logistic,0.01,0.560374358076564,0.5488795518207283,0.543734681372549,0.11266374876128865
combined,0.001,8,logistic,0.1,0.5592072245564893,0.5496498599439776,0.5699346405228759,0.0691737776015362
combined,0.001,8,logistic,1.0,0.5712855975723623,0.5641456582633053,0.5710208041549953,0.07784098138965265
combined,0.001,8,logistic,10.0,0.5617880485527544,0.5581932773109244,0.5762364320728292,0.0709696950641621
combined,0.001,8,svm,0.01,0.5518542833800186,0.5425070028011204,0.5705627042483661,0.07300128431337095
combined,0.001,8,svm,0.1,0.5712855975723623,0.5641456582633053,0.5726547910830999,0.07784098138965265
combined,0.001,8,svm,1.0,0.5707166199813258,0.5665266106442577,0.578687412464986,0.06146656520705338
combined,0.001,8,svm,10.0,0.5707166199813258,0.5665266106442577,0.5773525035014007,0.06146656520705338
combined,0.001,8,lda,0.1,0.5849396008403361,0.5804271708683473,0.5713155053688141,0.09101597438845038
combined,0.001,8,lda,0.5,0.5507382119514472,0.5431022408963585,0.5683765172735761,0.09563855040968436
combined,0.001,8,lda,0.9,0.5674924136321196,0.5574229691876751,0.5410561099439776,0.11780496180689055
combined,0.001,12,logistic,0.01,0.5701315943043884,0.5631652661064426,0.5790630835667601,0.10036243510637476
combined,0.001,12,logistic,0.1,0.5724016690009337,0.5641456582633053,0.5695881477591036,0.07580071775285331
combined,0.001,12,logistic,1.0,0.5483076563958917,0.5397408963585434,0.561797531512605,0.08865017297317357
combined,0.001,12,logistic,10.0,0.550342845471522,0.5421218487394958,0.5465992647058824,0.07515232964838615
combined,0.001,12,svm,0.01,0.5697230975723623,0.5631652661064426,0.5752443685807656,0.10035618802435439
combined,0.001,12,svm,0.1,0.5409547152194212,0.5325980392156863,0.5695728291316526,0.09067166651455243
combined,0.001,12,svm,1.0,0.550342845471522,0.5421218487394958,0.5480530753968254,0.07515232964838615
combined,0.001,12,svm,10.0,0.550342845471522,0.5421218487394958,0.5400545634920635,0.07515232964838615
combined,0.001,12,lda,0.1,0.5503297152194211,0.5425070028011204,0.5729181255835667,0.07498801553630031
combined,0.001,12,lda,0.5,0.5697230975723623,0.5631652661064426,0.5725242180205415,0.10035618802435439
combined,0.001,12,lda,0.9,0.5846536531279178,0.5800420168067226,0.5700674019607843,0.08678460960206345
combined,0.001,15,logistic,0.01,0.5627786531279179,0.5560224089635855,0.5671313316993465,0.10126350005734297
combined,0.001,15,logistic,0.1,0.5750802404295051,0.5651260504201681,0.5668752917833799,0.05165275693102696
combined,0.001,15,logistic,1.0,0.5340102707749766,0.5254551820728292,0.5612511671335201,0.09466181846444614
combined,0.001,15,logistic,10.0,0.5345573646125117,0.5282212885154062,0.529171772875817,0.08001863758891237
combined,0.001,15,svm,0.01,0.5697230975723623,0.5631652661064426,0.5696297268907563,0.10035618802435439
combined,0.001,15,svm,0.1,0.5366888422035481,0.5264355742296919,0.567312237394958,0.07284917637634557
combined,0.001,15,svm,1.0,0.5419103057889822,0.5353641456582633,0.5321034663865547,0.06684203633622794
combined,0.001,15,svm,10.0,0.5092962184873949,0.5045868347338935,0.5089293008870215,0.062466801436356106
combined,0.001,15,lda,0.1,0.5436332866479925,0.533578431372549,0.5713643790849673,0.06721525539369155
combined,0.001,15,lda,0.5,0.5697230975723623,0.5631652661064426,0.5696683881886088,0.10035618802435439
combined,0.001,15,lda,0.9,0.5694882119514473,0.5645658263305322,0.5679483251633987,0.10257812692635195
source,0.03,6,logistic,0.01,0.5443642040149393,0.5321778711484594,0.5570013422035481,0.03961797739679842
source,0.03,6,logistic,0.1,0.5281570961718021,0.5170868347338935,0.5661458333333333,0.054466289988185486
source,0.03,6,logistic,1.0,0.5277485994397759,0.5170868347338935,0.568343691643324,0.054639334239512345
source,0.03,6,logistic,10.0,0.5277485994397759,0.5170868347338935,0.5692365487861811,0.054639334239512345
source,0.03,6,svm,0.01,0.5203445961718021,0.5087535014005602,0.5655907154528478,0.04805443062015981
source,0.03,6,svm,0.1,0.5199360994397759,0.5087535014005602,0.5661874124649859,0.04816220566693251
source,0.03,6,svm,1.0,0.5277485994397759,0.5170868347338935,0.5719165791316527,0.054639334239512345
source,0.03,6,svm,10.0,0.5277485994397759,0.5170868347338935,0.5710995856676003,0.054639334239512345
source,0.03,6,lda,0.1,0.5199360994397759,0.5087535014005602,0.5644075338468721,0.04816220566693251
source,0.03,6,lda,0.5,0.5351015406162465,0.5242296918767507,0.5615341970121381,0.05338411180369722
source,0.03,6,lda,0.9,0.5599892040149393,0.5494397759103642,0.556108485060691,0.02972625164989124
source,0.03,12,logistic,0.01,0.5164128151260504,0.5031862745098039,0.5354385504201681,0.028326876944520928
source,0.03,12,logistic,0.1,0.49794876283846873,0.48634453781512604,0.535859447945845,0.07363518566438497
source,0.03,12,logistic,1.0,0.5168110994397759,0.5026260504201681,0.5284809757236227,0.08001926107371642
source,0.03,12,logistic,10.0,0.5226394724556489,0.511344537815126,0.5262160072362277,0.05539494090790206
source,0.03,12,svm,0.01,0.49794876283846873,0.48634453781512604,0.5319546568627451,0.07363518566438497
source,0.03,12,svm,0.1,0.510561099439776,0.4952731092436975,0.524609010270775,0.06939529962207094
source,0.03,12,svm,1.0,0.5226394724556489,0.511344537815126,0.529342466153128,0.05539494090790206
source,0.03,12,svm,10.0,0.5330561391223155,0.5202731092436975,0.5335806197478992,0.06349142011717808
source,0.03,12,lda,0.1,0.5079569327731093,0.4952731092436975,0.5321523401027077,0.0695976820814955
source,0.03,12,lda,0.5,0.48434582166199813,0.4718487394957983,0.5386051295518207,0.07348651751724615
source,0.03,12,lda,0.9,0.5304753151260504,0.5188725490196079,0.5394965277777778,0.044524277657446945
combined,0.03,8,logistic,0.01,0.5146154295051354,0.5026260504201681,0.5670890231092437,0.07987307919630125
combined,0.03,8,logistic,0.1,0.5502421802054156,0.5379551820728291,0.583140026844071,0.08163855802579989
combined,0.03,8,logistic,1.0,0.5220559056956116,0.5093837535014005,0.5676813433706815,0.10270682152650105
combined,0.03,8,logistic,10.0,0.5142434056956116,0.5004551820728291,0.562218429038282,0.11009262193243172
combined,0.03,8,svm,0.01,0.5432977357609711,0.530812324929972,0.5790878851540616,0.0838551769777304
combined,0.03,8,svm,0.1,0.5290003501400561,0.5165266106442578,0.5688302404295051,0.09487756830960734
combined,0.03,8,svm,1.0,0.5038267390289449,0.49152661064425773,0.5583895016339869,0.12237453290170103
combined,0.03,8,svm,10.0,0.5038267390289449,0.49152661064425773,0.5583895016339869,0.12237453290170103
combined,0.03,8,lda,0.1,0.5363532913165266,0.5236694677871149,0.5713585434173669,0.08822884859577891
combined,0.03,8,lda,0.5,0.5623205532212885,0.5534313725490196,0.5809509220354809,0.07769917421239818
combined,0.03,8,lda,0.9,0.5146154295051354,0.5026260504201681,0.5684283088235293,0.07987307919630125
combined,0.03,12,logistic,0.01,0.5528463468720821,0.5395308123249299,0.5850081699346406,0.05051125197629465
combined,0.03,12,logistic,0.1,0.5583026960784314,0.5450980392156863,0.5894885037348272,0.08155654416769946
combined,0.03,12,logistic,1.0,0.5797560690943044,0.5659313725490196,0.5867603291316527,0.05915289740607349
combined,0.03,12,logistic,10.0,0.5893557422969188,0.574859943977591,0.5732748307656396,0.06256001317800024
combined,0.03,12,svm,0.01,0.5504901960784314,0.5367647058823529,0.5890034138655462,0.08418541766257044
combined,0.03,12,svm,0.1,0.5641310690943044,0.549264705882353,0.5888794059290383,0.06809254684748609
combined,0.03,12,svm,1.0,0.5815432422969188,0.5665266106442577,0.5784087593370681,0.06662111262861432
combined,0.03,12,svm,10.0,0.5893557422969188,0.574859943977591,0.5736111111111112,0.06256001317800024
combined,0.03,12,lda,0.1,0.5780199579831933,0.5635504201680672,0.5854480333800187,0.05930530640821363
combined,0.03,12,lda,0.5,0.5551645658263306,0.54390756302521,0.5872549019607843,0.08353738826396523
combined,0.03,12,lda,0.9,0.5271767040149393,0.5139355742296918,0.5770184115312792,0.07055520171929443
combined,0.03,15,logistic,0.01,0.5302769024276377,0.515126050420168,0.5744974031279179,0.06466438787501502
combined,0.03,15,logistic,0.1,0.576531862745098,0.562359943977591,0.5832844596171802,0.0643748680938757
combined,0.03,15,logistic,1.0,0.5645906279178339,0.5504551820728292,0.5760919992997199,0.07207148532653122
combined,0.03,15,logistic,10.0,0.5567416549953315,0.5431022408963585,0.5488131711017741,0.059856099288931375
combined,0.03,15,svm,0.01,0.5760723039215686,0.5611694677871149,0.5808677637721755,0.06725348850245631
combined,0.03,15,svm,0.1,0.5645906279178339,0.5504551820728292,0.5815206290849673,0.07207148532653122
combined,0.03,15,svm,1.0,0.5645541549953315,0.55203081232493,0.5570633461718021,0.0661882659222523
combined,0.03,15,svm,10.0,0.5162902661064426,0.49842436974789917,0.5402194211017741,0.06714377457438207
combined,0.03,15,lda,0.1,0.5715350723622783,0.5575980392156863,0.582703810690943,0.06235773665432338
combined,0.03,15,lda,0.5,0.5733937324929972,0.5611694677871149,0.5788201739028944,0.06302900376167944
combined,0.03,15,lda,0.9,0.5193642040149393,0.5056022408963585,0.570107522175537,0.0790783675236133
source,0.3,6,logistic,0.01,0.5431737278244632,0.540126050420168,0.5994171626984126,0.05497338024700447
source,0.3,6,logistic,0.1,0.5571370214752568,0.5524159663865547,0.6052579365079365,0.05645073684258899
source,0.3,6,logistic,1.0,0.5571370214752568,0.5524159663865547,0.592404878618114,0.05645073684258899
source,0.3,6,logistic,10.0,0.5482084500466853,0.5440826330532212,0.5884300595238094,0.06899040511045895
source,0.3,6,svm,0.01,0.5571370214752568,0.5524159663865547,0.606859097805789,0.05645073684258899
source,0.3,6,svm,0.1,0.5571370214752568,0.5524159663865547,0.5926280929038282,0.05645073684258899
source,0.3,6,svm,1.0,0.5571370214752568,0.5524159663865547,0.5892857142857143,0.05645073684258899
source,0.3,6,svm,10.0,0.5571370214752568,0.5524159663865547,0.588468720821662,0.05645073684258899
source,0.3,6,lda,0.1,0.5571370214752568,0.5524159663865547,0.5983426704014939,0.05645073684258899
source,0.3,6,lda,0.5,0.5473403944911298,0.542296918767507,0.6054811507936508,0.05751440495115631
source,0.3,6,lda,0.9,0.5353612278244632,0.5311974789915966,0.5931372549019608,0.06283829990461631
source,0.3,12,logistic,0.01,0.5709748482726424,0.5658963585434174,0.581641719187675,0.0260129295184133
source,0.3,12,logistic,0.1,0.5396022992530346,0.535329131652661,0.5937456232492997,0.0026624733792940686
source,0.3,12,logistic,1.0,0.560609243697479,0.5539915966386555,0.5980683940242764,0.053355778536990486
source,0.3,12,logistic,10.0,0.562593370681606,0.5551820728291317,0.5937230100373483,0.07694372632628323
source,0.3,12,svm,0.01,0.5298056722689075,0.5252100840336135,0.5894286881419235,0.029212791866605713
source,0.3,12,svm,0.1,0.5608572595704948,0.5522058823529412,0.5930861928104575,0.03842098648224316
source,0.3,12,svm,1.0,0.5764822595704948,0.5694677871148459,0.5868836076097106,0.05291691674037344
source,0.3,12,svm,10.0,0.5702322595704948,0.5621148459383754,0.5864758403361344,0.056738431786380654
source,0.3,12,lda,0.1,0.5419715802987861,0.5367296918767507,0.5913376809056956,0.039671467640465065
source,0.3,12,lda,0.5,0.5542848389355742,0.5504201680672269,0.5977547268907564,0.034510630517761334
source,0.3,12,lda,0.9,0.582358776844071,0.5811974789915966,0.5772904995331466,0.05231251606878986
combined,0.3,8,logistic,0.01,0.5849877450980392,0.5756302521008403,0.5953796101774043,0.03038744190956495
combined,0.3,8,logistic,0.1,0.5679125816993464,0.5593487394957983,0.6068693102240896,0.03496243137936643
combined,0.3,8,logistic,1.0,0.5609316643323996,0.5543767507002801,0.5957348564425771,0.04539575775611508
combined,0.3,8,logistic,10.0,0.5466342787114845,0.5400910364145658,0.5867420926704016,0.06857954959575017
combined,0.3,8,svm,0.01,0.5679125816993464,0.5593487394957983,0.6096193685807656,0.03496243137936643
combined,0.3,8,svm,0.1,0.5520030929038282,0.5460434173669467,0.603172414799253,0.043785168491465506
combined,0.3,8,svm,1.0,0.5307612628384687,0.5246148459383754,0.5983477766106443,0.0769886704273274
combined,0.3,8,svm,10.0,0.5307612628384687,0.5246148459383754,0.5955977182539682,0.0769886704273274
combined,0.3,8,lda,0.1,0.5682846055088702,0.5615196078431373,0.6064360119047619,0.03658703263050533
combined,0.3,8,lda,0.5,0.5741625816993465,0.5667016806722689,0.6072012138188608,0.03791070345927815
combined,0.3,8,lda,0.9,0.5990502450980393,0.5919117647058824,0.5967947595704949,0.03673952156127444
combined,0.3,12,logistic,0.01,0.596657621381886,0.5917016806722689,0.6023561507936508,0.022470292655367586
combined,0.3,12,logistic,0.1,0.5516310690943044,0.5448529411764705,0.6106150793650793,0.04469154697299973
combined,0.3,12,logistic,1.0,0.5546072595704948,0.5460434173669467,0.6046904178338002,0.048773483768537726
combined,0.3,12,logistic,10.0,0.5639953898225957,0.5551820728291317,0.601655870681606,0.0716343485211338
combined,0.3,12,svm,0.01,0.558984010270775,0.5519957983193278,0.6106150793650793,0.038177678266302285
combined,0.3,12,svm,0.1,0.5723768674136321,0.5621148459383754,0.6058480683940243,0.06297483705787434
combined,0.3,12,svm,1.0,0.5665995564892624,0.5551820728291317,0.6044059290382819,0.07615289646020855
combined,0.3,12,svm,10.0,0.5581305438842203,0.5480392156862746,0.6009147408963585,0.0876939900630176
combined,0.3,12,lda,0.1,0.5546072595704948,0.5460434173669467,0.6136474381419235,0.048773483768537726
combined,0.3,12,lda,0.5,0.5825951213818861,0.5754201680672268,0.6070049894957983,0.024166773453567506
combined,0.3,12,lda,0.9,0.602907621381886,0.5990546218487395,0.6046641573295986,0.02188093060691268
combined,0.3,15,logistic,0.01,0.5814411181139122,0.5744397759103641,0.6094574288048553,0.006439130342708901
combined,0.3,15,logistic,0.1,0.5694006769374417,0.5609243697478992,0.6026683590102708,0.03755696437741907
combined,0.3,15,logistic,1.0,0.5635358309990662,0.5543767507002801,0.5987438725490196,0.04960325183989155
combined,0.3,15,logistic,10.0,0.5635868930905695,0.5561624649859944,0.5813951622315593,0.07370375550726933
combined,0.3,15,svm,0.01,0.558984010270775,0.5519957983193278,0.6054140406162465,0.038177678266302285
combined,0.3,15,svm,0.1,0.5723768674136321,0.5621148459383754,0.6010890814659197,0.06297483705787434
combined,0.3,15,svm,1.0,0.5588381185807657,0.5480392156862746,0.5858922735760971,0.08807289322863585
combined,0.3,15,svm,10.0,0.541389472455649,0.5333333333333333,0.5768922152194211,0.09130830696693025
combined,0.3,15,lda,0.1,0.5546072595704948,0.5460434173669467,0.6018630368814193,0.048773483768537726
combined,0.3,15,lda,0.5,0.5763451213818861,0.5680672268907563,0.607422969187675,0.03324099176643289
combined,0.3,15,lda,0.9,0.5876911181139122,0.5817927170868347,0.6067059115312792,0.016399142037820766
