outer,inner_block,scheme,alpha,size,family,parameter,n,accuracy,balanced_accuracy,macro_f1,auc,left_recall,right_recall,left_left,left_right,right_left,right_right
within_A_block1,3,source,0.03,12,svm,10.0,32,0.5,0.5,0.4980392156862745,0.4921875,0.4375,0.5625,7,9,7,9
within_A_block1,3,source,0.03,12,lda,0.1,32,0.5,0.5,0.4980392156862745,0.4921875,0.4375,0.5625,7,9,7,9
within_A_block1,3,source,0.03,12,lda,0.5,32,0.46875,0.46875,0.4682306940371457,0.484375,0.4375,0.5,7,9,8,8
within_A_block1,3,source,0.03,12,lda,0.9,32,0.4375,0.4375,0.43529411764705883,0.48828125,0.375,0.5,6,10,8,8
within_A_block1,3,combined,0.03,8,logistic,0.01,32,0.4375,0.4375,0.43529411764705883,0.48828125,0.375,0.5,6,10,8,8
within_A_block1,3,combined,0.03,8,logistic,0.1,32,0.46875,0.46875,0.4682306940371457,0.5078125,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,8,logistic,1.0,32,0.5,0.5,0.4980392156862745,0.5,0.4375,0.5625,7,9,7,9
within_A_block1,3,combined,0.03,8,logistic,10.0,32,0.5,0.5,0.4980392156862745,0.5,0.4375,0.5625,7,9,7,9
within_A_block1,3,combined,0.03,8,svm,0.01,32,0.46875,0.46875,0.4682306940371457,0.5078125,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,8,svm,0.1,32,0.46875,0.46875,0.4682306940371457,0.50390625,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,8,svm,1.0,32,0.46875,0.46875,0.4682306940371457,0.515625,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,8,svm,10.0,32,0.46875,0.46875,0.4682306940371457,0.515625,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,8,lda,0.1,32,0.46875,0.46875,0.4682306940371457,0.50390625,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,8,lda,0.5,32,0.4375,0.4375,0.43529411764705883,0.50390625,0.375,0.5,6,10,8,8
within_A_block1,3,combined,0.03,8,lda,0.9,32,0.4375,0.4375,0.43529411764705883,0.48828125,0.375,0.5,6,10,8,8
within_A_block1,3,combined,0.03,12,logistic,0.01,32,0.4375,0.4375,0.43529411764705883,0.51171875,0.375,0.5,6,10,8,8
within_A_block1,3,combined,0.03,12,logistic,0.1,32,0.46875,0.46875,0.4682306940371457,0.51171875,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,12,logistic,1.0,32,0.46875,0.46875,0.4682306940371457,0.52734375,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,12,logistic,10.0,32,0.46875,0.46875,0.4682306940371457,0.5234375,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,12,svm,0.01,32,0.46875,0.46875,0.4682306940371457,0.5078125,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,12,svm,0.1,32,0.46875,0.46875,0.4682306940371457,0.52734375,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,12,svm,1.0,32,0.46875,0.46875,0.4682306940371457,0.5234375,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,12,svm,10.0,32,0.46875,0.46875,0.4682306940371457,0.515625,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,12,lda,0.1,32,0.46875,0.46875,0.4682306940371457,0.52734375,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,12,lda,0.5,32,0.40625,0.40625,0.4056695992179863,0.50390625,0.375,0.4375,6,10,9,7
within_A_block1,3,combined,0.03,12,lda,0.9,32,0.4375,0.4375,0.43529411764705883,0.50390625,0.375,0.5,6,10,8,8
within_A_block1,3,combined,0.03,15,logistic,0.01,32,0.4375,0.4375,0.43529411764705883,0.51171875,0.375,0.5,6,10,8,8
within_A_block1,3,combined,0.03,15,logistic,0.1,32,0.46875,0.46875,0.4682306940371457,0.51953125,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,15,logistic,1.0,32,0.46875,0.46875,0.4682306940371457,0.52734375,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,15,logistic,10.0,32,0.46875,0.46875,0.4682306940371457,0.4921875,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,15,svm,0.01,32,0.46875,0.46875,0.4682306940371457,0.5078125,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,15,svm,0.1,32,0.46875,0.46875,0.4682306940371457,0.52734375,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,15,svm,1.0,32,0.46875,0.46875,0.4682306940371457,0.48828125,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,15,svm,10.0,32,0.53125,0.53125,0.530791788856305,0.46875,0.5,0.5625,8,8,7,9
within_A_block1,3,combined,0.03,15,lda,0.1,32,0.46875,0.46875,0.4682306940371457,0.52734375,0.4375,0.5,7,9,8,8
within_A_block1,3,combined,0.03,15,lda,0.5,32,0.4375,0.4375,0.4375,0.50390625,0.4375,0.4375,7,9,9,7
within_A_block1,3,combined,0.03,15,lda,0.9,32,0.4375,0.4375,0.43529411764705883,0.515625,0.375,0.5,6,10,8,8
within_A_block1,3,source,0.3,6,logistic,0.01,32,0.5625,0.5625,0.5607843137254902,0.5546875,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,logistic,0.1,32,0.5625,0.5625,0.5607843137254902,0.53125,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,logistic,1.0,32,0.5625,0.5625,0.5607843137254902,0.5234375,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,logistic,10.0,32,0.5625,0.5625,0.5607843137254902,0.51953125,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,svm,0.01,32,0.5625,0.5625,0.5607843137254902,0.53125,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,svm,0.1,32,0.5625,0.5625,0.5607843137254902,0.51953125,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,svm,1.0,32,0.5625,0.5625,0.5607843137254902,0.515625,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,svm,10.0,32,0.5625,0.5625,0.5607843137254902,0.515625,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,lda,0.1,32,0.5625,0.5625,0.5607843137254902,0.51953125,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,lda,0.5,32,0.5625,0.5625,0.5607843137254902,0.5390625,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,6,lda,0.9,32,0.5625,0.5625,0.5607843137254902,0.5546875,0.5,0.625,8,8,6,10
within_A_block1,3,source,0.3,12,logistic,0.01,32,0.59375,0.59375,0.5835835835835836,0.52734375,0.4375,0.75,7,9,4,12
within_A_block1,3,source,0.3,12,logistic,0.1,32,0.53125,0.53125,0.5270935960591133,0.53125,0.4375,0.625,7,9,6,10
within_A_block1,3,source,0.3,12,logistic,1.0,32,0.5625,0.5625,0.5555555555555556,0.53515625,0.4375,0.6875,7,9,5,11
within_A_block1,3,source,0.3,12,logistic,10.0,32,0.5625,0.5625,0.5555555555555556,0.5390625,0.4375,0.6875,7,9,5,11
within_A_block1,3,source,0.3,12,svm,0.01,32,0.53125,0.53125,0.5270935960591133,0.5234375,0.4375,0.625,7,9,6,10
within_A_block1,3,source,0.3,12,svm,0.1,32,0.5625,0.5625,0.5555555555555556,0.53515625,0.4375,0.6875,7,9,5,11
within_A_block1,3,source,0.3,12,svm,1.0,32,0.5625,0.5625,0.5555555555555556,0.53515625,0.4375,0.6875,7,9,5,11
within_A_block1,3,source,0.3,12,svm,10.0,32,0.5625,0.5625,0.5555555555555556,0.54296875,0.4375,0.6875,7,9,5,11
within_A_block1,3,source,0.3,12,lda,0.1,32,0.5625,0.5625,0.5555555555555556,0.53515625,0.4375,0.6875,7,9,5,11
within_A_block1,3,source,0.3,12,lda,0.5,32,0.53125,0.53125,0.5270935960591133,0.51953125,0.4375,0.625,7,9,6,10
within_A_block1,3,source,0.3,12,lda,0.9,32,0.59375,0.59375,0.5835835835835836,0.53125,0.4375,0.75,7,9,4,12
within_A_block1,3,combined,0.3,8,logistic,0.01,32,0.59375,0.59375,0.5835835835835836,0.53515625,0.4375,0.75,7,9,4,12
within_A_block1,3,combined,0.3,8,logistic,0.1,32,0.5625,0.5625,0.5607843137254902,0.53515625,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,logistic,1.0,32,0.5625,0.5625,0.5607843137254902,0.54296875,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,logistic,10.0,32,0.5625,0.5625,0.5607843137254902,0.5390625,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,svm,0.01,32,0.5625,0.5625,0.5607843137254902,0.53125,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,svm,0.1,32,0.5625,0.5625,0.5607843137254902,0.5390625,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,svm,1.0,32,0.5625,0.5625,0.5607843137254902,0.53515625,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,svm,10.0,32,0.5625,0.5625,0.5607843137254902,0.53515625,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,lda,0.1,32,0.5625,0.5625,0.5607843137254902,0.53515625,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,lda,0.5,32,0.5625,0.5625,0.5607843137254902,0.52734375,0.5,0.625,8,8,6,10
within_A_block1,3,combined,0.3,8,lda,0.9,32,0.59375,0.59375,0.5835835835835836,0.53515625,0.4375,0.75,7,9,4,12
within_A_block1,3,combined,0.3,12,logistic,0.01,32,0.59375,0.59375,0.5835835835835836,0.54296875,0.4375,0.75,7,9,4,12
within_A_block1,3,combined,0.3,12,logistic,0.1,32,0.59375,0.59375,0.5901477832512315,0.54296875,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,12,logistic,1.0,32,0.59375,0.59375,0.5901477832512315,0.5625,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,12,logistic,10.0,32,0.59375,0.59375,0.5901477832512315,0.5625,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,12,svm,0.01,32,0.5625,0.5625,0.5555555555555556,0.54296875,0.4375,0.6875,7,9,5,11
within_A_block1,3,combined,0.3,12,svm,0.1,32,0.59375,0.59375,0.5901477832512315,0.5625,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,12,svm,1.0,32,0.5625,0.5625,0.5555555555555556,0.5625,0.4375,0.6875,7,9,5,11
within_A_block1,3,combined,0.3,12,svm,10.0,32,0.5625,0.5625,0.5555555555555556,0.5625,0.4375,0.6875,7,9,5,11
within_A_block1,3,combined,0.3,12,lda,0.1,32,0.59375,0.59375,0.5901477832512315,0.55859375,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,12,lda,0.5,32,0.5625,0.5625,0.5555555555555556,0.53515625,0.4375,0.6875,7,9,5,11
within_A_block1,3,combined,0.3,12,lda,0.9,32,0.59375,0.59375,0.5835835835835836,0.546875,0.4375,0.75,7,9,4,12
within_A_block1,3,combined,0.3,15,logistic,0.01,32,0.59375,0.59375,0.5835835835835836,0.546875,0.4375,0.75,7,9,4,12
within_A_block1,3,combined,0.3,15,logistic,0.1,32,0.59375,0.59375,0.5901477832512315,0.54296875,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,15,logistic,1.0,32,0.59375,0.59375,0.5901477832512315,0.55859375,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,15,logistic,10.0,32,0.59375,0.59375,0.5901477832512315,0.53515625,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,15,svm,0.01,32,0.5625,0.5625,0.5555555555555556,0.54296875,0.4375,0.6875,7,9,5,11
within_A_block1,3,combined,0.3,15,svm,0.1,32,0.59375,0.59375,0.5901477832512315,0.5625,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,15,svm,1.0,32,0.5625,0.5625,0.5555555555555556,0.53515625,0.4375,0.6875,7,9,5,11
within_A_block1,3,combined,0.3,15,svm,10.0,32,0.5,0.5,0.4980392156862745,0.49609375,0.4375,0.5625,7,9,7,9
within_A_block1,3,combined,0.3,15,lda,0.1,32,0.59375,0.59375,0.5901477832512315,0.55859375,0.5,0.6875,8,8,5,11
within_A_block1,3,combined,0.3,15,lda,0.5,32,0.5625,0.5625,0.5555555555555556,0.5390625,0.4375,0.6875,7,9,5,11
within_A_block1,3,combined,0.3,15,lda,0.9,32,0.59375,0.59375,0.5835835835835836,0.55078125,0.4375,0.75,7,9,4,12
within_A_block1,4,erp,0.0,8,logistic,0.01,37,0.5405405405405406,0.5352941176470588,0.5351071692535108,0.611764705882353,0.6,0.47058823529411764,12,8,9,8
within_A_block1,4,erp,0.0,8,logistic,0.1,37,0.5135135135135135,0.5058823529411764,0.5044642857142857,0.6205882352941176,0.6,0.4117647058823529,12,8,10,7
within_A_block1,4,erp,0.0,8,logistic,1.0,37,0.5405405405405406,0.5264705882352941,0.518007662835249,0.6147058823529412,0.7,0.35294117647058826,14,6,11,6
within_A_block1,4,erp,0.0,8,logistic,10.0,37,0.5675675675675675,0.5470588235294118,0.5256410256410257,0.5529411764705883,0.8,0.29411764705882354,16,4,12,5
within_A_block1,4,erp,0.0,8,svm,0.01,37,0.5135135135135135,0.5058823529411764,0.5044642857142857,0.6205882352941176,0.6,0.4117647058823529,12,8,10,7
within_A_block1,4,erp,0.0,8,svm,0.1,37,0.5405405405405406,0.5264705882352941,0.518007662835249,0.6117647058823529,0.7,0.35294117647058826,14,6,11,6
within_A_block1,4,erp,0.0,8,svm,1.0,37,0.5675675675675675,0.5470588235294118,0.5256410256410257,0.5705882352941176,0.8,0.29411764705882354,16,4,12,5
within_A_block1,4,erp,0.0,8,svm,10.0,37,0.5405405405405406,0.5220588235294118,0.504334121355398,0.5205882352941176,0.75,0.29411764705882354,15,5,12,5
within_A_block1,4,erp,0.0,8,lda,0.1,37,0.5405405405405406,0.5264705882352941,0.518007662835249,0.6205882352941176,0.7,0.35294117647058826,14,6,11,6
within_A_block1,4,erp,0.0,8,lda,0.5,37,0.5135135135135135,0.5058823529411764,0.5044642857142857,0.6058823529411764,0.6,0.4117647058823529,12,8,10,7
within_A_block1,4,erp,0.0,8,lda,0.9,37,0.5675675675675675,0.5602941176470588,0.5595238095238095,0.6235294117647059,0.65,0.47058823529411764,13,7,9,8
within_A_block1,4,erp,0.0,15,logistic,0.01,37,0.5405405405405406,0.5308823529411765,0.5281320330082521,0.6205882352941177,0.65,0.4117647058823529,13,7,10,7
within_A_block1,4,erp,0.0,15,logistic,0.1,37,0.5135135135135135,0.5014705882352941,0.4954545454545455,0.6176470588235294,0.65,0.35294117647058826,13,7,11,6
within_A_block1,4,erp,0.0,15,logistic,1.0,37,0.5135135135135135,0.4970588235294118,0.48291925465838514,0.5470588235294118,0.7,0.29411764705882354,14,6,12,5
within_A_block1,4,erp,0.0,15,logistic,10.0,37,0.40540540540540543,0.39264705882352946,0.3833333333333333,0.4264705882352941,0.55,0.23529411764705882,11,9,13,4
within_A_block1,4,erp,0.0,15,svm,0.01,37,0.5135135135135135,0.5014705882352941,0.4954545454545455,0.6205882352941177,0.65,0.35294117647058826,13,7,11,6
within_A_block1,4,erp,0.0,15,svm,0.1,37,0.5135135135135135,0.4970588235294118,0.48291925465838514,0.5558823529411765,0.7,0.29411764705882354,14,6,12,5
within_A_block1,4,erp,0.0,15,svm,1.0,37,0.43243243243243246,0.4132352941176471,0.3877068557919622,0.43529411764705883,0.65,0.17647058823529413,13,7,14,3
within_A_block1,4,erp,0.0,15,svm,10.0,37,0.40540540540540543,0.39264705882352946,0.3833333333333333,0.4117647058823529,0.55,0.23529411764705882,11,9,13,4
within_A_block1,4,erp,0.0,15,lda,0.1,37,0.5405405405405406,0.5220588235294118,0.504334121355398,0.5823529411764705,0.75,0.29411764705882354,15,5,12,5
within_A_block1,4,erp,0.0,15,lda,0.5,37,0.5405405405405406,0.5308823529411765,0.5281320330082521,0.6147058823529411,0.65,0.4117647058823529,13,7,10,7
within_A_block1,4,erp,0.0,15,lda,0.9,37,0.5405405405405406,0.5308823529411765,0.5281320330082521,0.6235294117647059,0.65,0.4117647058823529,13,7,10,7
within_A_block1,4,source,1e-05,6,logistic,0.01,37,0.6216216216216216,0.6058823529411765,0.5978260869565217,0.5764705882352942,0.8,0.4117647058823529,16,4,10,7
within_A_block1,4,source,1e-05,6,logistic,0.1,37,0.4594594594594595,0.44705882352941173,0.43939393939393934,0.4794117647058824,0.6,0.29411764705882354,12,8,12,5
within_A_block1,4,source,1e-05,6,logistic,1.0,37,0.4864864864864865,0.4764705882352941,0.47261815453863465,0.43823529411764706,0.6,0.35294117647058826,12,8,11,6
within_A_block1,4,source,1e-05,6,logistic,10.0,37,0.4594594594594595,0.4514705882352942,0.4494047619047619,0.41764705882352937,0.55,0.35294117647058826,11,9,11,6
within_A_block1,4,source,1e-05,6,svm,0.01,37,0.4594594594594595,0.44705882352941173,0.43939393939393934,0.4911764705882353,0.6,0.29411764705882354,12,8,12,5
within_A_block1,4,source,1e-05,6,svm,0.1,37,0.4864864864864865,0.4764705882352941,0.47261815453863465,0.43823529411764706,0.6,0.35294117647058826,12,8,11,6
within_A_block1,4,source,1e-05,6,svm,1.0,37,0.4594594594594595,0.4514705882352942,0.4494047619047619,0.41470588235294115,0.55,0.35294117647058826,11,9,11,6
within_A_block1,4,source,1e-05,6,svm,10.0,37,0.4594594594594595,0.4514705882352942,0.4494047619047619,0.41470588235294115,0.55,0.35294117647058826,11,9,11,6
within_A_block1,4,source,1e-05,6,lda,0.1,37,0.4594594594594595,0.4514705882352942,0.4494047619047619,0.43823529411764706,0.55,0.35294117647058826,11,9,11,6
within_A_block1,4,source,1e-05,6,lda,0.5,37,0.5945945945945946,0.5852941176470587,0.5836459114778695,0.5205882352941176,0.7,0.47058823529411764,14,6,9,8
within_A_block1,4,source,1e-05,6,lda,0.9,37,0.6216216216216216,0.6058823529411765,0.5978260869565217,0.5794117647058823,0.8,0.4117647058823529,16,4,10,7
within_A_block1,4,source,1e-05,12,logistic,0.01,37,0.5945945945945946,0.5764705882352942,0.5626477541371158,0.5970588235294118,0.8,0.35294117647058826,16,4,11,6
within_A_block1,4,source,1e-05,12,logistic,0.1,37,0.5135135135135135,0.4970588235294118,0.48291925465838514,0.611764705882353,0.7,0.29411764705882354,14,6,12,5
within_A_block1,4,source,1e-05,12,logistic,1.0,37,0.5135135135135135,0.4970588235294118,0.48291925465838514,0.611764705882353,0.7,0.29411764705882354,14,6,12,5
within_A_block1,4,source,1e-05,12,logistic,10.0,37,0.5945945945945946,0.5764705882352942,0.5626477541371158,0.5764705882352942,0.8,0.35294117647058826,16,4,11,6
within_A_block1,4,source,1e-05,12,svm,0.01,37,0.5405405405405406,0.5220588235294118,0.504334121355398,0.5970588235294118,0.75,0.29411764705882354,15,5,12,5
within_A_block1,4,source,1e-05,12,svm,0.1,37,0.5135135135135135,0.4970588235294118,0.48291925465838514,0.611764705882353,0.7,0.29411764705882354,14,6,12,5
within_A_block1,4,source,1e-05,12,svm,1.0,37,0.5945945945945946,0.5764705882352942,0.5626477541371158,0.5941176470588236,0.8,0.35294117647058826,16,4,11,6
within_A_block1,4,source,1e-05,12,svm,10.0,37,0.5945945945945946,0.5764705882352942,0.5626477541371158,0.5852941176470589,0.8,0.35294117647058826,16,4,11,6
within_A_block1,4,source,1e-05,12,lda,0.1,37,0.5405405405405406,0.5264705882352941,0.518007662835249,0.5911764705882353,0.7,0.35294117647058826,14,6,11,6
within_A_block1,4,source,1e-05,12,lda,0.5,37,0.5945945945945946,0.5808823529411764,0.5747126436781609,0.5941176470588235,0.75,0.4117647058823529,15,5,10,7
within_A_block1,4,source,1e-05,12,lda,0.9,37,0.6216216216216216,0.6014705882352941,0.5849358974358975,0.6147058823529412,0.85,0.35294117647058826,17,3,11,6
within_A_block1,4,combined,1e-05,8,logistic,0.01,37,0.6216216216216216,0.6058823529411765,0.5978260869565217,0.6323529411764706,0.8,0.4117647058823529,16,4,10,7
within_A_block1,4,combined,1e-05,8,logistic,0.1,37,0.5675675675675675,0.5514705882352942,0.5403726708074534,0.5823529411764705,0.75,0.35294117647058826,15,5,11,6
within_A_block1,4,combined,1e-05,8,logistic,1.0,37,0.5405405405405406,0.5264705882352941,0.518007662835249,0.5235294117647059,0.7,0.35294117647058826,14,6,11,6
within_A_block1,4,combined,1e-05,8,logistic,10.0,37,0.5135135135135135,0.5014705882352941,0.4954545454545455,0.5264705882352941,0.65,0.35294117647058826,13,7,11,6
within_A_block1,4,combined,1e-05,8,svm,0.01,37,0.5675675675675675,0.5514705882352942,0.5403726708074534,0.5911764705882352,0.75,0.35294117647058826,15,5,11,6
within_A_block1,4,combined,1e-05,8,svm,0.1,37,0.5405405405405406,0.5264705882352941,0.518007662835249,0.5294117647058824,0.7,0.35294117647058826,14,6,11,6
within_A_block1,4,combined,1e-05,8,svm,1.0,37,0.5135135135135135,0.5014705882352941,0.4954545454545455,0.5235294117647059,0.65,0.35294117647058826,13,7,11,6
within_A_block1,4,combined,1e-05,8,svm,10.0,37,0.5135135135135135,0.5014705882352941,0.4954545454545455,0.5235294117647059,0.65,0.35294117647058826,13,7,11,6
within_A_block1,4,combined,1e-05,8,lda,0.1,37,0.5675675675675675,0.5514705882352942,0.5403726708074534,0.5352941176470588,0.75,0.35294117647058826,15,5,11,6
within_A_block1,4,combined,1e-05,8,lda,0.5,37,0.5675675675675675,0.5514705882352942,0.5403726708074534,0.6147058823529411,0.75,0.35294117647058826,15,5,11,6
within_A_block1,4,combined,1e-05,8,lda,0.9,37,0.6216216216216216,0.6058823529411765,0.5978260869565217,0.6441176470588236,0.8,0.4117647058823529,16,4,10,7
within_A_block1,4,combined,1e-05,12,logistic,0.01,37,0.6486486486486487,0.6352941176470588,0.6314176245210728,0.6529411764705882,0.8,0.47058823529411764,16,4,9,8
within_A_block1,4,combined,1e-05,12,logistic,0.1,37,0.5675675675675675,0.5558823529411765,0.5515151515151515,0.611764705882353,0.7,0.4117647058823529,14,6,10,7
within_A_block1,4,combined,1e-05,12,logistic,1.0,37,0.5945945945945946,0.5852941176470587,0.5836459114778695,0.5970588235294118,0.7,0.47058823529411764,14,6,9,8
within_A_block1,4,combined,1e-05,12,logistic,10.0,37,0.5675675675675675,0.5558823529411765,0.5515151515151515,0.5970588235294119,0.7,0.4117647058823529,14,6,10,7
within_A_block1,4,combined,1e-05,12,svm,0.01,37,0.5405405405405406,0.5264705882352941,0.518007662835249,0.6205882352941177,0.7,0.35294117647058826,14,6,11,6
within_A_block1,4,combined,1e-05,12,svm,0.1,37,0.5945945945945946,0.5852941176470587,0.5836459114778695,0.5970588235294118,0.7,0.47058823529411764,14,6,9,8
within_A_block1,4,combined,1e-05,12,svm,1.0,37,0.5945945945945946,0.5808823529411764,0.5747126436781609,0.6000000000000001,0.75,0.4117647058823529,15,5,10,7
within_A_block1,4,combined,1e-05,12,svm,10.0,37,0.5945945945945946,0.5808823529411764,0.5747126436781609,0.5882352941176471,0.75,0.4117647058823529,15,5,10,7
within_A_block1,4,combined,1e-05,12,lda,0.1,37,0.5945945945945946,0.5852941176470587,0.5836459114778695,0.6029411764705882,0.7,0.47058823529411764,14,6,9,8
within_A_block1,4,combined,1e-05,12,lda,0.5,37,0.5945945945945946,0.5764705882352942,0.5626477541371158,0.6323529411764706,0.8,0.35294117647058826,16,4,11,6
within_A_block1,4,combined,1e-05,12,lda,0.9,37,0.6486486486486487,0.6352941176470588,0.6314176245210728,0.6529411764705882,0.8,0.47058823529411764,16,4,9,8
within_A_block1,4,combined,1e-05,15,logistic,0.01,37,0.6216216216216216,0.6102941176470589,0.6075757575757575,0.6470588235294118,0.75,0.47058823529411764,15,5,9,8
within_A_block1,4,combined,1e-05,15,logistic,0.1,37,0.5945945945945946,0.5808823529411764,0.5747126436781609,0.611764705882353,0.75,0.4117647058823529,15,5,10,7
within_A_block1,4,combined,1e-05,15,logistic,1.0,37,0.5945945945945946,0.5808823529411764,0.5747126436781609,0.588235294117647,0.75,0.4117647058823529,15,5,10,7
within_A_block1,4,combined,1e-05,15,logistic,10.0,37,0.5675675675675675,0.5558823529411765,0.5515151515151515,0.55,0.7,0.4117647058823529,14,6,10,7
within_A_block1,4,combined,1e-05,15,svm,0.01,37,0.5675675675675675,0.5514705882352942,0.5403726708074534,0.611764705882353,0.75,0.35294117647058826,15,5,11,6
within_A_block1,4,combined,1e-05,15,svm,0.1,37,0.5945945945945946,0.5808823529411764,0.5747126436781609,0.5911764705882354,0.75,0.4117647058823529,15,5,10,7
within_A_block1,4,combined,1e-05,15,svm,1.0,37,0.5675675675675675,0.5558823529411765,0.5515151515151515,0.5529411764705883,0.7,0.4117647058823529,14,6,10,7
within_A_block1,4,combined,1e-05,15,svm,10.0,37,0.5405405405405406,0.5264705882352941,0.518007662835249,0.5,0.7,0.35294117647058826,14,6,11,6
within_A_block1,4,combined,1e-05,15,lda,0.1,37,0.5675675675675675,0.5514705882352942,0.5403726708074534,0.6029411764705883,0.75,0.35294117647058826,15,5,11,6
within_A_block1,4,combined,1e-05,15,lda,0.5,37,0.5945945945945946,0.5764705882352942,0.5626477541371158,0.6176470588235294,0.8,0.35294117647058826,16,4,11,6
within_A_block1,4,combined,1e-05,15,lda,0.9,37,0.6486486486486487,0.6352941176470588,0.6314176245210728,0.6529411764705882,0.8,0.47058823529411764,16,4,9,8
within_A_block1,4,source,0.001,6,logistic,0.01,37,0.4594594594594595,0.46029411764705885,0.45906432748538006,0.49411764705882355,0.45,0.47058823529411764,9,11,9,8
within_A_block1,4,source,0.001,6,logistic,0.1,37,0.4864864864864865,0.4852941176470588,0.4849816849816849,0.5058823529411764,0.5,0.47058823529411764,10,10,9,8
within_A_block1,4,source,0.001,6,logistic,1.0,37,0.5135135135135135,0.5147058823529411,0.513157894736842,0.5294117647058822,0.5,0.5294117647058824,10,10,8,9
within_A_block1,4,source,0.001,6,logistic,10.0,37,0.4864864864864865,0.4897058823529412,0.4864864864864865,0.5352941176470588,0.45,0.5294117647058824,9,11,8,9
within_A_block1,4,source,0.001,6,svm,0.01,37,0.5135135135135135,0.5147058823529411,0.513157894736842,0.5147058823529411,0.5,0.5294117647058824,10,10,8,9
within_A_block1,4,source,0.001,6,svm,0.1,37,0.5135135135135135,0.5147058823529411,0.513157894736842,0.5294117647058822,0.5,0.5294117647058824,10,10,8,9
within_A_block1,4,source,0.001,6,svm,1.0,37,0.4864864864864865,0.4897058823529412,0.4864864864864865,0.5352941176470588,0.45,0.5294117647058824,9,11,8,9
within_A_block1,4,source,0.001,6,svm,10.0,37,0.4864864864864865,0.4897058823529412,0.4864864864864865,0.538235294117647,0.45,0.5294117647058824,9,11,8,9
within_A_block1,4,source,0.001,6,lda,0.1,37,0.5405405405405406,0.5441176470588236,0.5405405405405406,0.5147058823529411,0.5,0.5882352941176471,10,10,7,10
within_A_block1,4,source,0.001,6,lda,0.5,37,0.4594594594594595,0.46029411764705885,0.45906432748538006,0.5176470588235293,0.45,0.47058823529411764,9,11,9,8
within_A_block1,4,source,0.001,6,lda,0.9,37,0.4594594594594595,0.46029411764705885,0.45906432748538006,0.48235294117647065,0.45,0.47058823529411764,9,11,9,8
within_A_block1,4,source,0.001,12,logistic,0.01,37,0.5675675675675675,0.5558823529411765,0.5515151515151515,0.5911764705882352,0.7,0.4117647058823529,14,6,10,7
within_A_block1,4,source,0.001,12,logistic,0.1,37,0.4864864864864865,0.4808823529411765,0.48041389504804144,0.5147058823529411,0.55,0.4117647058823529,11,9,10,7
