scheme,alpha,size,family,parameter,balanced_accuracy,accuracy,auc,score_std
combined,1e-05,12,svm,10.0,0.4898999183006536,0.4965066486364661,0.47240312791783384,0.07646537546911733
combined,1e-05,12,lda,0.1,0.5190184407096172,0.517926902561791,0.506063258636788,0.06591408951767544
combined,1e-05,12,lda,0.5,0.4897642390289449,0.4958680790323792,0.5227255485527544,0.06415466596489561
combined,1e-05,12,lda,0.9,0.4887838468720822,0.4965066486364661,0.4946136788048553,0.05436199231200334
combined,1e-05,15,logistic,0.01,0.4825338468720821,0.48915370745999553,0.4935297035480859,0.04304778451019798
combined,1e-05,15,logistic,0.1,0.49491129785247434,0.4958680790323792,0.5094887955182072,0.055411822006432764
combined,1e-05,15,logistic,1.0,0.5104983660130719,0.5112125309894072,0.5077395541549954,0.05221713238098076
combined,1e-05,15,logistic,10.0,0.4901348039215686,0.4984129667192547,0.5004945728291317,0.0596249783888112
combined,1e-05,15,svm,0.01,0.4897642390289449,0.4958680790323792,0.5127378034547152,0.06415466596489561
combined,1e-05,15,svm,0.1,0.5104983660130719,0.5112125309894072,0.5060282446311858,0.05221713238098076
combined,1e-05,15,svm,1.0,0.48278186274509804,0.4891537074599955,0.5102138772175537,0.06534529308918856
combined,1e-05,15,svm,10.0,0.49602299253034543,0.5028641724889189,0.5003501400560224,0.07851033857451636
combined,1e-05,15,lda,0.1,0.5190184407096172,0.517926902561791,0.5078066643323996,0.06591408951767544
combined,1e-05,15,lda,0.5,0.4897642390289449,0.4958680790323792,0.5157315009337068,0.06415466596489561
combined,1e-05,15,lda,0.9,0.4903463468720821,0.4965066486364661,0.4943554505135388,0.043386943458806726
source,0.001,6,logistic,0.01,0.4960244514472456,0.5112125309894073,0.5371629901960784,0.07636522563738148
source,0.001,6,logistic,0.1,0.5042717086834734,0.5124802794681091,0.5234593837535014,0.07030128751351199
source,0.001,6,logistic,1.0,0.5183342086834734,0.5217395387273683,0.5146577380952381,0.040173236015459864
source,0.001,6,logistic,10.0,0.509405637254902,0.513118849072196,0.518172268907563,0.04441249626317789
source,0.001,6,svm,0.01,0.5042717086834734,0.5124802794681091,0.523484185340803,0.07030128751351199
source,0.001,6,svm,0.1,0.5109812675070028,0.5124802794681091,0.5126167133520074,0.053681353169745816
source,0.001,6,svm,1.0,0.5109812675070028,0.5124802794681091,0.5075250933706816,0.053681353169745816
source,0.001,6,svm,10.0,0.5020526960784314,0.5038595898129367,0.507482784780579,0.055364235590286304
source,0.001,6,lda,0.1,0.5183342086834734,0.5217395387273683,0.5165251517273577,0.040173236015459864
