mode,scheme,fold,false_positive,true_positive
cross,erp,cross_A_to_B,0.5333333333333333,0.5555555555555556
cross,erp,cross_A_to_B,0.5333333333333333,0.5925925925925926
cross,erp,cross_A_to_B,0.5466666666666666,0.5925925925925926
cross,erp,cross_A_to_B,0.5466666666666666,0.6172839506172839
cross,erp,cross_A_to_B,0.56,0.6172839506172839
cross,erp,cross_A_to_B,0.56,0.654320987654321
cross,erp,cross_A_to_B,0.5866666666666667,0.654320987654321
cross,erp,cross_A_to_B,0.5866666666666667,0.6666666666666666
cross,erp,cross_A_to_B,0.6,0.6666666666666666
cross,erp,cross_A_to_B,0.6,0.691358024691358
cross,erp,cross_A_to_B,0.64,0.691358024691358
cross,erp,cross_A_to_B,0.64,0.7160493827160493
cross,erp,cross_A_to_B,0.6533333333333333,0.7160493827160493
cross,erp,cross_A_to_B,0.6533333333333333,0.7283950617283951
cross,erp,cross_A_to_B,0.6666666666666666,0.7283950617283951
cross,erp,cross_A_to_B,0.6666666666666666,0.7654320987654321
cross,erp,cross_A_to_B,0.72,0.7654320987654321
cross,erp,cross_A_to_B,0.72,0.8271604938271605
cross,erp,cross_A_to_B,0.7333333333333333,0.8271604938271605
cross,erp,cross_A_to_B,0.7333333333333333,0.8395061728395061
cross,erp,cross_A_to_B,0.76,0.8395061728395061
cross,erp,cross_A_to_B,0.76,0.8518518518518519
cross,erp,cross_A_to_B,0.7733333333333333,0.8518518518518519
cross,erp,cross_A_to_B,0.7733333333333333,0.8641975308641975
cross,erp,cross_A_to_B,0.8,0.8641975308641975
cross,erp,cross_A_to_B,0.8,0.8765432098765432
cross,erp,cross_A_to_B,0.8133333333333334,0.8765432098765432
cross,erp,cross_A_to_B,0.8133333333333334,0.8888888888888888
cross,erp,cross_A_to_B,0.88,0.8888888888888888
cross,erp,cross_A_to_B,0.88,0.9012345679012346
cross,erp,cross_A_to_B,0.92,0.9012345679012346
cross,erp,cross_A_to_B,0.92,0.9259259259259259
cross,erp,cross_A_to_B,0.9466666666666667,0.9259259259259259
cross,erp,cross_A_to_B,0.9466666666666667,0.9382716049382716
cross,erp,cross_A_to_B,0.9733333333333334,0.9382716049382716
cross,erp,cross_A_to_B,0.9733333333333334,0.9506172839506173
cross,erp,cross_A_to_B,1.0,0.9506172839506173
cross,erp,cross_A_to_B,1.0,1.0
cross,erp,cross_B_to_A,0.0,0.0
cross,erp,cross_B_to_A,0.0,0.013513513513513514
cross,erp,cross_B_to_A,0.0,0.02702702702702703
cross,erp,cross_B_to_A,0.011235955056179775,0.02702702702702703
cross,erp,cross_B_to_A,0.011235955056179775,0.05405405405405406
cross,erp,cross_B_to_A,0.02247191011235955,0.05405405405405406
cross,erp,cross_B_to_A,0.02247191011235955,0.06756756756756757
cross,erp,cross_B_to_A,0.0449438202247191,0.06756756756756757
cross,erp,cross_B_to_A,0.0449438202247191,0.10810810810810811
cross,erp,cross_B_to_A,0.056179775280898875,0.10810810810810811
cross,erp,cross_B_to_A,0.056179775280898875,0.12162162162162163
cross,erp,cross_B_to_A,0.07865168539325842,0.12162162162162163
cross,erp,cross_B_to_A,0.07865168539325842,0.13513513513513514
cross,erp,cross_B_to_A,0.0898876404494382,0.13513513513513514
cross,erp,cross_B_to_A,0.0898876404494382,0.16216216216216217
cross,erp,cross_B_to_A,0.14606741573033707,0.16216216216216217
cross,erp,cross_B_to_A,0.14606741573033707,0.21621621621621623
cross,erp,cross_B_to_A,0.15730337078651685,0.21621621621621623
cross,erp,cross_B_to_A,0.15730337078651685,0.22972972972972974
cross,erp,cross_B_to_A,0.16853932584269662,0.22972972972972974
cross,erp,cross_B_to_A,0.16853932584269662,0.24324324324324326
cross,erp,cross_B_to_A,0.1797752808988764,0.24324324324324326
cross,erp,cross_B_to_A,0.1797752808988764,0.25675675675675674
cross,erp,cross_B_to_A,0.19101123595505617,0.25675675675675674
cross,erp,cross_B_to_A,0.19101123595505617,0.35135135135135137
cross,erp,cross_B_to_A,0.20224719101123595,0.35135135135135137
cross,erp,cross_B_to_A,0.20224719101123595,0.36486486486486486
cross,erp,cross_B_to_A,0.2247191011235955,0.36486486486486486
cross,erp,cross_B_to_A,0.2247191011235955,0.3783783783783784
cross,erp,cross_B_to_A,0.30337078651685395,0.3783783783783784
cross,erp,cross_B_to_A,0.30337078651685395,0.40540540540540543
cross,erp,cross_B_to_A,0.3595505617977528,0.40540540540540543
cross,erp,cross_B_to_A,0.3595505617977528,0.4189189189189189
cross,erp,cross_B_to_A,0.4044943820224719,0.4189189189189189
cross,erp,cross_B_to_A,0.4044943820224719,0.43243243243243246
cross,erp,cross_B_to_A,0.43820224719101125,0.43243243243243246
cross,erp,cross_B_to_A,0.43820224719101125,0.47297297297297297
cross,erp,cross_B_to_A,0.4943820224719101,0.47297297297297297
cross,erp,cross_B_to_A,0.4943820224719101,0.4864864864864865
cross,erp,cross_B_to_A,0.5056179775280899,0.4864864864864865
cross,erp,cross_B_to_A,0.5056179775280899,0.527027027027027
cross,erp,cross_B_to_A,0.5168539325842697,0.527027027027027
cross,erp,cross_B_to_A,0.5168539325842697,0.5540540540540541
cross,erp,cross_B_to_A,0.5280898876404494,0.5540540540540541
cross,erp,cross_B_to_A,0.5280898876404494,0.5675675675675675
cross,erp,cross_B_to_A,0.5393258426966292,0.5675675675675675
cross,erp,cross_B_to_A,0.5393258426966292,0.6756756756756757
cross,erp,cross_B_to_A,0.5617977528089888,0.6756756756756757
cross,erp,cross_B_to_A,0.5617977528089888,0.6891891891891891
cross,erp,cross_B_to_A,0.5730337078651685,0.6891891891891891
cross,erp,cross_B_to_A,0.5730337078651685,0.7027027027027027
cross,erp,cross_B_to_A,0.5842696629213483,0.7027027027027027
cross,erp,cross_B_to_A,0.5842696629213483,0.7162162162162162
cross,erp,cross_B_to_A,0.5955056179775281,0.7162162162162162
cross,erp,cross_B_to_A,0.5955056179775281,0.7432432432432432
cross,erp,cross_B_to_A,0.6067415730337079,0.7432432432432432
cross,erp,cross_B_to_A,0.6067415730337079,0.7567567567567568
cross,erp,cross_B_to_A,0.6179775280898876,0.7567567567567568
cross,erp,cross_B_to_A,0.6179775280898876,0.7972972972972973
cross,erp,cross_B_to_A,0.6292134831460674,0.7972972972972973
cross,erp,cross_B_to_A,0.6292134831460674,0.8243243243243243
cross,erp,cross_B_to_A,0.7303370786516854,0.8243243243243243
cross,erp,cross_B_to_A,0.7303370786516854,0.8513513513513513
cross,erp,cross_B_to_A,0.7415730337078652,0.8513513513513513
cross,erp,cross_B_to_A,0.7415730337078652,0.8783783783783784
cross,erp,cross_B_to_A,0.7528089887640449,0.8783783783783784
cross,erp,cross_B_to_A,0.7528089887640449,0.8918918918918919
cross,erp,cross_B_to_A,0.8202247191011236,0.8918918918918919
cross,erp,cross_B_to_A,0.8202247191011236,0.918918918918919
cross,erp,cross_B_to_A,0.8539325842696629,0.918918918918919
cross,erp,cross_B_to_A,0.8539325842696629,0.9324324324324325
cross,erp,cross_B_to_A,0.8651685393258427,0.9324324324324325
cross,erp,cross_B_to_A,0.8651685393258427,0.9594594594594594
cross,erp,cross_B_to_A,0.9213483146067416,0.9594594594594594
cross,erp,cross_B_to_A,0.9213483146067416,0.9864864864864865
cross,erp,cross_B_to_A,1.0,0.9864864864864865
cross,erp,cross_B_to_A,1.0,1.0
cross,source,cross_A_to_B,0.0,0.0
cross,source,cross_A_to_B,0.013333333333333334,0.0
cross,source,cross_A_to_B,0.02666666666666667,0.0
cross,source,cross_A_to_B,0.02666666666666667,0.012345679012345678
cross,source,cross_A_to_B,0.05333333333333334,0.012345679012345678
cross,source,cross_A_to_B,0.05333333333333334,0.024691358024691357
cross,source,cross_A_to_B,0.06666666666666667,0.024691358024691357
cross,source,cross_A_to_B,0.06666666666666667,0.08641975308641975
cross,source,cross_A_to_B,0.09333333333333334,0.08641975308641975
cross,source,cross_A_to_B,0.09333333333333334,0.1111111111111111
cross,source,cross_A_to_B,0.10666666666666667,0.1111111111111111
cross,source,cross_A_to_B,0.10666666666666667,0.12345679012345678
cross,source,cross_A_to_B,0.13333333333333333,0.12345679012345678
cross,source,cross_A_to_B,0.13333333333333333,0.13580246913580246
cross,source,cross_A_to_B,0.14666666666666667,0.13580246913580246
cross,source,cross_A_to_B,0.14666666666666667,0.16049382716049382
cross,source,cross_A_to_B,0.17333333333333334,0.16049382716049382
cross,source,cross_A_to_B,0.17333333333333334,0.1728395061728395
cross,source,cross_A_to_B,0.18666666666666668,0.1728395061728395
cross,source,cross_A_to_B,0.18666666666666668,0.19753086419753085
cross,source,cross_A_to_B,0.2,0.19753086419753085
cross,source,cross_A_to_B,0.2,0.2345679012345679
cross,source,cross_A_to_B,0.22666666666666666,0.2345679012345679
cross,source,cross_A_to_B,0.22666666666666666,0.2716049382716049
cross,source,cross_A_to_B,0.24,0.2716049382716049
cross,source,cross_A_to_B,0.24,0.2839506172839506
cross,source,cross_A_to_B,0.25333333333333335,0.2839506172839506
cross,source,cross_A_to_B,0.25333333333333335,0.2962962962962963
cross,source,cross_A_to_B,0.28,0.2962962962962963
cross,source,cross_A_to_B,0.28,0.30864197530864196
cross,source,cross_A_to_B,0.29333333333333333,0.30864197530864196
cross,source,cross_A_to_B,0.29333333333333333,0.3333333333333333
cross,source,cross_A_to_B,0.32,0.3333333333333333
cross,source,cross_A_to_B,0.32,0.38271604938271603
cross,source,cross_A_to_B,0.3333333333333333,0.38271604938271603
cross,source,cross_A_to_B,0.3333333333333333,0.4074074074074074
cross,source,cross_A_to_B,0.36,0.4074074074074074
cross,source,cross_A_to_B,0.36,0.4444444444444444
cross,source,cross_A_to_B,0.38666666666666666,0.4444444444444444
cross,source,cross_A_to_B,0.38666666666666666,0.4567901234567901
cross,source,cross_A_to_B,0.4,0.4567901234567901
cross,source,cross_A_to_B,0.4,0.48148148148148145
cross,source,cross_A_to_B,0.4266666666666667,0.48148148148148145
cross,source,cross_A_to_B,0.4266666666666667,0.49382716049382713
cross,source,cross_A_to_B,0.56,0.49382716049382713
cross,source,cross_A_to_B,0.56,0.5185185185185185
cross,source,cross_A_to_B,0.5733333333333334,0.5185185185185185
cross,source,cross_A_to_B,0.5733333333333334,0.5555555555555556
cross,source,cross_A_to_B,0.6,0.5555555555555556
cross,source,cross_A_to_B,0.6,0.5802469135802469
cross,source,cross_A_to_B,0.6266666666666667,0.5802469135802469
cross,source,cross_A_to_B,0.6266666666666667,0.6049382716049383
cross,source,cross_A_to_B,0.6533333333333333,0.6049382716049383
cross,source,cross_A_to_B,0.6533333333333333,0.6172839506172839
cross,source,cross_A_to_B,0.7066666666666667,0.6172839506172839
cross,source,cross_A_to_B,0.7066666666666667,0.654320987654321
cross,source,cross_A_to_B,0.76,0.654320987654321
cross,source,cross_A_to_B,0.76,0.6666666666666666
cross,source,cross_A_to_B,0.7733333333333333,0.6666666666666666
cross,source,cross_A_to_B,0.7733333333333333,0.6790123456790124
cross,source,cross_A_to_B,0.8133333333333334,0.6790123456790124
cross,source,cross_A_to_B,0.8133333333333334,0.691358024691358
cross,source,cross_A_to_B,0.8266666666666667,0.691358024691358
cross,source,cross_A_to_B,0.8266666666666667,0.7037037037037037
cross,source,cross_A_to_B,0.84,0.7037037037037037
cross,source,cross_A_to_B,0.84,0.7407407407407407
cross,source,cross_A_to_B,0.8533333333333334,0.7407407407407407
cross,source,cross_A_to_B,0.8533333333333334,0.7530864197530864
cross,source,cross_A_to_B,0.8666666666666667,0.7530864197530864
cross,source,cross_A_to_B,0.8666666666666667,0.8518518518518519
cross,source,cross_A_to_B,0.8933333333333333,0.8518518518518519
cross,source,cross_A_to_B,0.8933333333333333,0.8641975308641975
cross,source,cross_A_to_B,0.9066666666666666,0.8641975308641975
cross,source,cross_A_to_B,0.9066666666666666,0.8888888888888888
cross,source,cross_A_to_B,0.92,0.8888888888888888
cross,source,cross_A_to_B,0.92,0.9012345679012346
cross,source,cross_A_to_B,0.9333333333333333,0.9012345679012346
cross,source,cross_A_to_B,0.9333333333333333,0.9259259259259259
cross,source,cross_A_to_B,0.96,0.9259259259259259
cross,source,cross_A_to_B,0.96,0.9382716049382716
cross,source,cross_A_to_B,0.9733333333333334,0.9382716049382716
cross,source,cross_A_to_B,0.9733333333333334,0.9629629629629629
cross,source,cross_A_to_B,0.9866666666666667,0.9629629629629629
cross,source,cross_A_to_B,0.9866666666666667,0.9753086419753086
cross,source,cross_A_to_B,1.0,0.9753086419753086
cross,source,cross_A_to_B,1.0,1.0
cross,source,cross_B_to_A,0.0,0.0
cross,source,cross_B_to_A,0.0,0.013513513513513514
cross,source,cross_B_to_A,0.0449438202247191,0.013513513513513514
cross,source,cross_B_to_A,0.0449438202247191,0.06756756756756757
cross,source,cross_B_to_A,0.11235955056179775,0.06756756756756757
cross,source,cross_B_to_A,0.11235955056179775,0.0945945945945946
cross,source,cross_B_to_A,0.14606741573033707,0.0945945945945946
cross,source,cross_B_to_A,0.14606741573033707,0.10810810810810811
cross,source,cross_B_to_A,0.1797752808988764,0.10810810810810811
cross,source,cross_B_to_A,0.1797752808988764,0.16216216216216217
cross,source,cross_B_to_A,0.19101123595505617,0.16216216216216217
cross,source,cross_B_to_A,0.19101123595505617,0.20270270270270271
cross,source,cross_B_to_A,0.20224719101123595,0.20270270270270271
cross,source,cross_B_to_A,0.20224719101123595,0.21621621621621623
cross,source,cross_B_to_A,0.21348314606741572,0.21621621621621623
cross,source,cross_B_to_A,0.21348314606741572,0.25675675675675674
cross,source,cross_B_to_A,0.23595505617977527,0.25675675675675674
cross,source,cross_B_to_A,0.23595505617977527,0.2702702702702703
cross,source,cross_B_to_A,0.25842696629213485,0.2702702702702703
cross,source,cross_B_to_A,0.25842696629213485,0.28378378378378377
cross,source,cross_B_to_A,0.29213483146067415,0.28378378378378377
cross,source,cross_B_to_A,0.29213483146067415,0.2972972972972973
cross,source,cross_B_to_A,0.3146067415730337,0.2972972972972973
cross,source,cross_B_to_A,0.3146067415730337,0.33783783783783783
cross,source,cross_B_to_A,0.3258426966292135,0.33783783783783783
cross,source,cross_B_to_A,0.3258426966292135,0.35135135135135137
cross,source,cross_B_to_A,0.33707865168539325,0.35135135135135137
cross,source,cross_B_to_A,0.33707865168539325,0.3783783783783784
cross,source,cross_B_to_A,0.3595505617977528,0.3783783783783784
cross,source,cross_B_to_A,0.3595505617977528,0.3918918918918919
cross,source,cross_B_to_A,0.3707865168539326,0.3918918918918919
cross,source,cross_B_to_A,0.3707865168539326,0.40540540540540543
cross,source,cross_B_to_A,0.43820224719101125,0.40540540540540543
cross,source,cross_B_to_A,0.43820224719101125,0.43243243243243246
cross,source,cross_B_to_A,0.4606741573033708,0.43243243243243246
cross,source,cross_B_to_A,0.4606741573033708,0.4594594594594595
cross,source,cross_B_to_A,0.5168539325842697,0.4594594594594595
cross,source,cross_B_to_A,0.5168539325842697,0.5
cross,source,cross_B_to_A,0.5393258426966292,0.5
cross,source,cross_B_to_A,0.5393258426966292,0.527027027027027
cross,source,cross_B_to_A,0.5617977528089888,0.527027027027027
cross,source,cross_B_to_A,0.5617977528089888,0.5945945945945946
cross,source,cross_B_to_A,0.5842696629213483,0.5945945945945946
cross,source,cross_B_to_A,0.5842696629213483,0.6081081081081081
cross,source,cross_B_to_A,0.5955056179775281,0.6081081081081081
cross,source,cross_B_to_A,0.5955056179775281,0.6216216216216216
cross,source,cross_B_to_A,0.6067415730337079,0.6216216216216216
cross,source,cross_B_to_A,0.6067415730337079,0.6351351351351351
cross,source,cross_B_to_A,0.6404494382022472,0.6351351351351351
cross,source,cross_B_to_A,0.6404494382022472,0.6486486486486487
cross,source,cross_B_to_A,0.651685393258427,0.6486486486486487
cross,source,cross_B_to_A,0.651685393258427,0.6621621621621622
cross,source,cross_B_to_A,0.6966292134831461,0.6621621621621622
cross,source,cross_B_to_A,0.6966292134831461,0.6756756756756757
cross,source,cross_B_to_A,0.7191011235955056,0.6756756756756757
cross,source,cross_B_to_A,0.7191011235955056,0.7027027027027027
cross,source,cross_B_to_A,0.7303370786516854,0.7027027027027027
cross,source,cross_B_to_A,0.7303370786516854,0.7297297297297297
cross,source,cross_B_to_A,0.7415730337078652,0.7297297297297297
cross,source,cross_B_to_A,0.7415730337078652,0.7567567567567568
cross,source,cross_B_to_A,0.7640449438202247,0.7567567567567568
cross,source,cross_B_to_A,0.7640449438202247,0.7702702702702703
cross,source,cross_B_to_A,0.7752808988764045,0.7702702702702703
cross,source,cross_B_to_A,0.7752808988764045,0.7837837837837838
cross,source,cross_B_to_A,0.7865168539325843,0.7837837837837838
cross,source,cross_B_to_A,0.7865168539325843,0.7972972972972973
cross,source,cross_B_to_A,0.8202247191011236,0.7972972972972973
cross,source,cross_B_to_A,0.8202247191011236,0.8243243243243243
cross,source,cross_B_to_A,0.8314606741573034,0.8243243243243243
cross,source,cross_B_to_A,0.8314606741573034,0.8378378378378378
cross,source,cross_B_to_A,0.8426966292134831,0.8378378378378378
cross,source,cross_B_to_A,0.8426966292134831,0.8648648648648649
cross,source,cross_B_to_A,0.8539325842696629,0.8648648648648649
cross,source,cross_B_to_A,0.8539325842696629,0.918918918918919
cross,source,cross_B_to_A,0.8651685393258427,0.918918918918919
cross,source,cross_B_to_A,0.8651685393258427,0.9459459459459459
cross,source,cross_B_to_A,0.898876404494382,0.9459459459459459
cross,source,cross_B_to_A,0.898876404494382,0.9594594594594594
cross,source,cross_B_to_A,0.9887640449438202,0.9594594594594594
cross,source,cross_B_to_A,0.9887640449438202,0.9864864864864865
cross,source,cross_B_to_A,1.0,0.9864864864864865
cross,source,cross_B_to_A,1.0,1.0
cross,combined,cross_A_to_B,0.0,0.0
cross,combined,cross_A_to_B,0.013333333333333334,0.0
cross,combined,cross_A_to_B,0.02666666666666667,0.0
cross,combined,cross_A_to_B,0.02666666666666667,0.012345679012345678
cross,combined,cross_A_to_B,0.05333333333333334,0.012345679012345678
cross,combined,cross_A_to_B,0.05333333333333334,0.04938271604938271
cross,combined,cross_A_to_B,0.06666666666666667,0.04938271604938271
cross,combined,cross_A_to_B,0.06666666666666667,0.07407407407407407
cross,combined,cross_A_to_B,0.08,0.07407407407407407
cross,combined,cross_A_to_B,0.08,0.08641975308641975
cross,combined,cross_A_to_B,0.09333333333333334,0.08641975308641975
cross,combined,cross_A_to_B,0.09333333333333334,0.1111111111111111
cross,combined,cross_A_to_B,0.13333333333333333,0.1111111111111111
cross,combined,cross_A_to_B,0.13333333333333333,0.12345679012345678
cross,combined,cross_A_to_B,0.14666666666666667,0.12345679012345678
cross,combined,cross_A_to_B,0.14666666666666667,0.16049382716049382
cross,combined,cross_A_to_B,0.16,0.16049382716049382
cross,combined,cross_A_to_B,0.16,0.1728395061728395
cross,combined,cross_A_to_B,0.18666666666666668,0.1728395061728395
cross,combined,cross_A_to_B,0.18666666666666668,0.18518518518518517
cross,combined,cross_A_to_B,0.22666666666666666,0.18518518518518517
cross,combined,cross_A_to_B,0.22666666666666666,0.2222222222222222
cross,combined,cross_A_to_B,0.26666666666666666,0.2222222222222222
cross,combined,cross_A_to_B,0.26666666666666666,0.2345679012345679
cross,combined,cross_A_to_B,0.29333333333333333,0.2345679012345679
cross,combined,cross_A_to_B,0.29333333333333333,0.25925925925925924
cross,combined,cross_A_to_B,0.32,0.25925925925925924
cross,combined,cross_A_to_B,0.32,0.345679012345679
cross,combined,cross_A_to_B,0.3333333333333333,0.345679012345679
cross,combined,cross_A_to_B,0.3333333333333333,0.35802469135802467
cross,combined,cross_A_to_B,0.3466666666666667,0.35802469135802467
cross,combined,cross_A_to_B,0.3466666666666667,0.4074074074074074
cross,combined,cross_A_to_B,0.36,0.4074074074074074
cross,combined,cross_A_to_B,0.36,0.4444444444444444
cross,combined,cross_A_to_B,0.37333333333333335,0.4444444444444444
cross,combined,cross_A_to_B,0.37333333333333335,0.4567901234567901
cross,combined,cross_A_to_B,0.44,0.4567901234567901
cross,combined,cross_A_to_B,0.44,0.4691358024691358
cross,combined,cross_A_to_B,0.4533333333333333,0.4691358024691358
cross,combined,cross_A_to_B,0.4533333333333333,0.48148148148148145
cross,combined,cross_A_to_B,0.49333333333333335,0.48148148148148145
cross,combined,cross_A_to_B,0.49333333333333335,0.49382716049382713
cross,combined,cross_A_to_B,0.5333333333333333,0.49382716049382713
cross,combined,cross_A_to_B,0.5333333333333333,0.5061728395061729
cross,combined,cross_A_to_B,0.5466666666666666,0.5061728395061729
cross,combined,cross_A_to_B,0.5466666666666666,0.5308641975308642
cross,combined,cross_A_to_B,0.5733333333333334,0.5308641975308642
cross,combined,cross_A_to_B,0.5733333333333334,0.5432098765432098
cross,combined,cross_A_to_B,0.5866666666666667,0.5432098765432098
cross,combined,cross_A_to_B,0.5866666666666667,0.5555555555555556
cross,combined,cross_A_to_B,0.6533333333333333,0.5555555555555556
cross,combined,cross_A_to_B,0.6533333333333333,0.5925925925925926
cross,combined,cross_A_to_B,0.72,0.5925925925925926
cross,combined,cross_A_to_B,0.72,0.6419753086419753
cross,combined,cross_A_to_B,0.7466666666666667,0.6419753086419753
cross,combined,cross_A_to_B,0.7466666666666667,0.654320987654321
cross,combined,cross_A_to_B,0.76,0.654320987654321
cross,combined,cross_A_to_B,0.76,0.7037037037037037
cross,combined,cross_A_to_B,0.7866666666666666,0.7037037037037037
cross,combined,cross_A_to_B,0.7866666666666666,0.7160493827160493
cross,combined,cross_A_to_B,0.8133333333333334,0.7160493827160493
cross,combined,cross_A_to_B,0.8133333333333334,0.7283950617283951
cross,combined,cross_A_to_B,0.8266666666666667,0.7283950617283951
cross,combined,cross_A_to_B,0.8266666666666667,0.7530864197530864
cross,combined,cross_A_to_B,0.84,0.7530864197530864
cross,combined,cross_A_to_B,0.84,0.7901234567901234
cross,combined,cross_A_to_B,0.8533333333333334,0.7901234567901234
cross,combined,cross_A_to_B,0.8533333333333334,0.8024691358024691
cross,combined,cross_A_to_B,0.88,0.8024691358024691
cross,combined,cross_A_to_B,0.88,0.8148148148148148
cross,combined,cross_A_to_B,0.8933333333333333,0.8148148148148148
cross,combined,cross_A_to_B,0.8933333333333333,0.8518518518518519
cross,combined,cross_A_to_B,0.9066666666666666,0.8518518518518519
cross,combined,cross_A_to_B,0.9066666666666666,0.8641975308641975
cross,combined,cross_A_to_B,0.92,0.8641975308641975
cross,combined,cross_A_to_B,0.92,0.9012345679012346
cross,combined,cross_A_to_B,0.9466666666666667,0.9012345679012346
cross,combined,cross_A_to_B,0.9466666666666667,0.9259259259259259
cross,combined,cross_A_to_B,0.9733333333333334,0.9259259259259259
cross,combined,cross_A_to_B,0.9733333333333334,0.9629629629629629
cross,combined,cross_A_to_B,0.9866666666666667,0.9629629629629629
cross,combined,cross_A_to_B,0.9866666666666667,0.9753086419753086
cross,combined,cross_A_to_B,1.0,0.9753086419753086
cross,combined,cross_A_to_B,1.0,1.0
cross,combined,cross_B_to_A,0.0,0.0
cross,combined,cross_B_to_A,0.011235955056179775,0.0
cross,combined,cross_B_to_A,0.033707865168539325,0.0
cross,combined,cross_B_to_A,0.033707865168539325,0.013513513513513514
cross,combined,cross_B_to_A,0.0449438202247191,0.013513513513513514
cross,combined,cross_B_to_A,0.0449438202247191,0.02702702702702703
cross,combined,cross_B_to_A,0.06741573033707865,0.02702702702702703
cross,combined,cross_B_to_A,0.06741573033707865,0.04054054054054054
cross,combined,cross_B_to_A,0.07865168539325842,0.04054054054054054
cross,combined,cross_B_to_A,0.07865168539325842,0.08108108108108109
cross,combined,cross_B_to_A,0.1348314606741573,0.08108108108108109
